日期,open,high,low,收盘,volume,amount
2025-02-05,100.025,100.04,99.995,100.032,9511650,951378566
2025-02-06,100.089,100.096,100.06,100.094,10964990,1097513024
2025-02-07,100.14,100.171,100.14,100.171,10991780,1100945678
2025-02-10,100.208,100.208,100.19,100.199,11440290,1146338179
2025-02-11,100.2,100.218,100.2,100.21,13733970,1376278064
2025-02-12,100.18,100.216,100.18,100.214,5270870,528174461
2025-02-13,100.21,100.21,100.204,100.207,14253390,1428307346
2025-02-14,100.191,100.202,100.174,100.188,16464100,1649683470
2025-02-17,100.154,100.156,100.138,100.149,9673040,968771080
2025-02-18,100.04,100.074,100.027,100.048,9413845,941832746
2025-02-19,100.03,100.03,99.997,100.02,13378570,1338026001
2025-02-20,100.01,100.015,99.927,99.965,13837360,1383477132
2025-02-21,99.9,99.9,99.812,99.825,9703070,968761943
2025-02-24,99.77,99.82,99.67,99.67,7260000,724367265
2025-02-25,99.72,99.75,99.475,99.527,1692000,168405194
2025-02-26,99.5,99.564,99.5,99.542,9316230,927391108
2025-02-27,99.514,99.52,99.47,99.47,8377110,833616224
2025-02-28,99.497,99.497,99.467,99.474,11659530,1159822910
2025-03-03,99.474,99.474,99.441,99.472,16500210,1640869663
2025-03-04,99.442,99.463,99.44,99.444,10823700,1076491919
2025-03-05,99.445,99.486,99.445,99.484,21291000,2117648829
2025-03-06,99.455,99.467,99.447,99.454,22304450,2218364478
2025-03-07,99.423,99.423,99.222,99.222,15158380,1504715642
2025-03-10,99.17,99.17,99.103,99.109,14383668,1425543000
2025-03-11,99.099,99.114,98.98,99.0,18635369,1845193643
2025-03-12,98.926,99.018,98.926,99.01,10271850,1016298809
2025-03-13,98.91,99.097,98.91,99.071,17197010,1702869266
2025-03-14,99.001,99.039,98.967,99.035,17736320,1755689872
2025-03-17,98.985,98.985,98.895,98.918,14753920,1459695437
2025-03-18,98.915,98.973,98.9,98.962,19696020,1949052324
2025-03-19,98.946,98.995,98.946,98.957,19232840,1903269731
2025-03-20,98.99,99.102,98.99,99.099,13441620,1331640002
2025-03-21,99.121,99.185,99.121,99.165,22929090,2273542825
2025-03-24,99.201,99.268,99.2,99.241,15690440,1557271591
2025-03-25,99.272,99.39,99.272,99.385,22223210,2208317372
2025-03-26,99.385,99.484,99.379,99.484,32478120,3228190406
2025-03-27,99.48,99.524,99.442,99.524,8150651,810949316
2025-03-28,99.524,99.597,99.5,99.58,45815630,4562233581
2025-03-31,99.56,99.58,99.53,99.575,45160700,4496870389
2025-04-01,99.552,99.619,99.552,99.614,57794100,5756922784
2025-04-02,99.614,99.724,99.59,99.72,67988030,6774730837
2025-04-03,99.8,100.05,99.8,100.029,20938519,2092535063
2025-04-07,100.2,100.338,100.192,100.225,13480220,1351059670
2025-04-08,100.215,100.215,100.11,100.159,25221516,2526152168
2025-04-09,100.204,100.28,100.204,100.235,58040520,5817184645
2025-04-10,100.21,100.21,100.096,100.184,37860379,3790702449
2025-04-11,100.207,100.249,100.144,100.178,25965840,2602096851
2025-04-14,100.144,100.17,100.112,100.162,49649410,4972855896
2025-04-15,100.13,100.195,100.13,100.176,29081800,2913549152
2025-04-16,100.2,100.23,100.141,100.227,55974290,5609686791
2025-04-17,100.2,100.202,100.118,100.118,56639810,5674642894
2025-04-18,100.118,100.128,100.098,100.106,17731620,1775184111
2025-04-21,100.106,100.106,100.016,100.029,48547600,4855866660
2025-04-22,100.09,100.09,100.01,100.025,14316720,1432141909
2025-04-23,100.01,100.01,99.93,99.943,35971900,3595268323
2025-04-24,99.973,99.99,99.908,99.926,79082201,7905761893
2025-04-25,99.908,99.93,99.894,99.922,44956510,4491291901
2025-04-28,99.92,99.991,99.917,99.975,48863380,4883281763
2025-04-29,99.966,100.096,99.966,100.096,49953210,4996649467
2025-04-30,100.088,100.2,100.088,100.168,45983270,4604819485
2025-05-06,100.1,100.119,100.082,100.09,54957010,5500697388
2025-05-07,100.063,100.115,100.063,100.078,40086800,4012233787
2025-05-08,100.094,100.2,100.092,100.18,63766320,6388581631
2025-05-09,100.214,100.259,100.194,100.248,34239420,3432001839
2025-05-12,100.241,100.249,100.101,100.248,57559694,5767215905
2025-05-13,100.229,100.29,100.215,100.282,56000814,5614637629
2025-05-14,100.245,100.289,100.215,100.263,68713983,6888787714
2025-05-15,100.289,100.293,100.245,100.271,62142730,6231235655
2025-05-16,100.252,100.253,100.192,100.212,59486410,5961733705
2025-05-19,100.216,100.24,100.214,100.234,42300810,4239307174
2025-05-20,100.309,100.309,100.256,100.305,65565904,6575023499
2025-05-21,100.305,100.388,100.305,100.381,78357730,7862843817
2025-05-22,100.428,100.44,100.414,100.439,51834120,5205300366
2025-05-23,100.439,100.47,100.435,100.469,73882700,7421280820
2025-05-26,100.468,100.544,100.468,100.53,62387110,6269617766
2025-05-27,100.53,100.577,100.5,100.552,58529900,5884781546
2025-05-28,100.558,100.575,100.531,100.543,89107400,8958611027
2025-05-29,100.512,100.53,100.468,100.468,26143050,2627725493
2025-05-30,100.53,100.55,100.484,100.503,41245600,4145367608
2025-06-03,100.503,100.518,100.482,100.501,66899800,6724427931
2025-06-04,100.52,100.549,100.479,100.536,53903800,5418227307
2025-06-05,100.519,100.579,100.519,100.578,64649710,6500465012
2025-06-06,100.583,100.638,100.583,100.629,97676300,9828657488
2025-06-09,100.629,100.636,100.61,100.629,87474810,8801247357
2025-06-10,100.655,100.701,100.64,100.693,99240731,9988062182
2025-06-11,100.678,100.71,100.678,100.703,101048722,10175020822
2025-06-12,100.715,100.768,100.714,100.767,146275772,14735416618
2025-06-13,100.748,100.801,100.748,100.791,99192700,9998220007
2025-06-16,100.772,100.866,100.772,100.841,103881400,10472950134
2025-06-17,100.841,100.89,100.841,100.89,63028900,6357854197
2025-06-18,100.892,100.894,100.871,100.888,36787630,3711338392
2025-06-19,100.922,100.944,100.903,100.941,71378100,7203711876
2025-06-20,100.944,101.038,100.944,101.029,78534900,7932290495
2025-06-23,101.03,101.101,101.03,101.073,43126220,4358553822
2025-06-24,101.074,101.109,101.035,101.061,106911600,10808469943
2025-06-25,101.074,101.122,101.0,101.05,59620800,6026678234
2025-06-26,101.051,101.057,100.95,100.975,72761410,7348458429
2025-06-27,100.981,101.092,100.979,101.057,98834830,9982908694
2025-06-30,101.074,101.117,101.003,101.012,181076620,18290929169
2025-07-01,101.025,101.055,100.939,100.998,68367240,6906453572
