收盘,日期
1.481,2025-09-26
1.494,2025-09-29
1.495,2025-09-30
1.51,2025-10-09
1.499,2025-10-10
1.492,2025-10-13
1.486,2025-10-14
1.51,2025-10-15
1.525,2025-10-16
1.5,2025-10-17
1.522,2025-10-20
1.548,2025-10-21
1.537,2025-10-22
1.549,2025-10-23
1.561,2025-10-24
1.576,2025-10-27
1.565,2025-10-28
1.57,2025-10-29
1.556,2025-10-30
1.541,2025-10-31
1.557,2025-11-03
1.561,2025-11-04
1.557,2025-11-05
1.59,2025-11-06
1.596,2025-11-07
1.619,2025-11-10
1.615,2025-11-11
1.655,2025-11-12
1.653,2025-11-13
1.624,2025-11-14
1.615,2025-11-17
1.595,2025-11-18
1.608,2025-11-19
1.609,2025-11-20
1.579,2025-11-21
1.573,2025-11-24
1.586,2025-11-25
1.589,2025-11-26
1.588,2025-11-27
1.574,2025-11-28
1.582,2025-12-01
1.593,2025-12-02
1.568,2025-12-03
1.574,2025-12-04
1.593,2025-12-05
1.578,2025-12-08
1.547,2025-12-09
1.528,2025-12-10
1.525,2025-12-11
1.54,2025-12-12
1.527,2025-12-15
1.499,2025-12-16
1.515,2025-12-17
1.521,2025-12-18
1.525,2025-12-19
1.533,2025-12-22
1.537,2025-12-23
1.533,2025-12-24
1.534,2025-12-25
1.534,2025-12-26
1.529,2025-12-29
1.542,2025-12-30
1.523,2025-12-31
1.547,2026-01-05
1.568,2026-01-06
1.552,2026-01-07
1.542,2026-01-08
1.548,2026-01-09
1.548,2026-01-12
1.56,2026-01-13
1.567,2026-01-14
1.57,2026-01-15
1.563,2026-01-16
1.561,2026-01-19
1.564,2026-01-20
1.567,2026-01-21
1.571,2026-01-22
1.562,2026-01-23
