收盘,日期
0.995,2025-09-26
0.996,2025-09-29
0.999,2025-09-30
1.025,2025-10-09
1.03,2025-10-10
1.028,2025-10-13
1.033,2025-10-14
1.033,2025-10-15
1.035,2025-10-16
1.025,2025-10-17
1.03,2025-10-20
1.033,2025-10-21
1.03,2025-10-22
1.049,2025-10-23
1.038,2025-10-24
1.051,2025-10-27
1.051,2025-10-28
1.066,2025-10-29
1.07,2025-10-30
1.051,2025-10-31
1.06,2025-11-03
1.06,2025-11-04
1.063,2025-11-05
1.071,2025-11-06
1.074,2025-11-07
1.075,2025-11-10
1.071,2025-11-11
1.066,2025-11-12
1.062,2025-11-13
1.059,2025-11-14
1.048,2025-11-17
1.037,2025-11-18
1.04,2025-11-19
1.039,2025-11-20
1.018,2025-11-21
1.014,2025-11-24
1.015,2025-11-25
1.018,2025-11-26
1.025,2025-11-27
1.024,2025-11-28
1.026,2025-12-01
1.025,2025-12-02
1.028,2025-12-03
1.027,2025-12-04
1.03,2025-12-05
1.024,2025-12-08
1.018,2025-12-09
1.024,2025-12-10
1.02,2025-12-11
1.027,2025-12-12
1.027,2025-12-15
1.014,2025-12-16
1.014,2025-12-17
1.022,2025-12-18
1.024,2025-12-19
1.014,2025-12-22
1.015,2025-12-23
1.021,2025-12-24
1.023,2025-12-25
1.032,2025-12-26
1.012,2025-12-29
1.0,2025-12-30
1.0,2025-12-31
1.008,2026-01-05
1.007,2026-01-06
1.015,2026-01-07
1.013,2026-01-08
1.018,2026-01-09
1.025,2026-01-12
1.034,2026-01-13
1.023,2026-01-14
1.015,2026-01-15
1.014,2026-01-16
1.024,2026-01-19
1.034,2026-01-20
1.026,2026-01-21
1.027,2026-01-22
1.03,2026-01-23
