收盘,日期
1.45,2025-09-26
1.49,2025-09-29
1.494,2025-09-30
1.498,2025-10-09
1.452,2025-10-10
1.418,2025-10-13
1.365,2025-10-14
1.413,2025-10-15
1.39,2025-10-16
1.338,2025-10-17
1.368,2025-10-20
1.382,2025-10-21
1.381,2025-10-22
1.374,2025-10-23
1.401,2025-10-24
1.411,2025-10-27
1.414,2025-10-28
1.429,2025-10-29
1.402,2025-10-30
1.416,2025-10-31
1.399,2025-11-03
1.368,2025-11-04
1.371,2025-11-05
1.411,2025-11-06
1.385,2025-11-07
1.362,2025-11-10
1.352,2025-11-11
1.341,2025-11-12
1.352,2025-11-13
1.326,2025-11-14
1.32,2025-11-17
1.305,2025-11-18
1.299,2025-11-19
1.285,2025-11-20
1.272,2025-11-21
1.28,2025-11-24
1.295,2025-11-25
1.31,2025-11-26
1.305,2025-11-27
1.324,2025-11-28
1.337,2025-12-01
1.323,2025-12-02
1.314,2025-12-03
1.338,2025-12-04
1.359,2025-12-05
1.375,2025-12-08
1.358,2025-12-09
1.374,2025-12-10
1.357,2025-12-11
1.361,2025-12-12
1.34,2025-12-15
1.326,2025-12-16
1.356,2025-12-17
1.343,2025-12-18
1.363,2025-12-19
1.381,2025-12-22
1.364,2025-12-23
1.381,2025-12-24
1.419,2025-12-25
1.414,2025-12-26
1.426,2025-12-29
1.492,2025-12-30
1.48,2025-12-31
1.497,2026-01-05
1.521,2026-01-06
1.514,2026-01-07
1.506,2026-01-08
1.541,2026-01-09
1.559,2026-01-12
1.53,2026-01-13
1.509,2026-01-14
1.519,2026-01-15
1.561,2026-01-16
1.559,2026-01-19
1.539,2026-01-20
1.557,2026-01-21
1.549,2026-01-22
1.56,2026-01-23
