开盘,收盘,日期
1.003,0.977,2024-08-09
0.976,0.973,2024-08-12
0.966,0.975,2024-08-13
0.966,0.963,2024-08-14
0.958,0.975,2024-08-15
0.974,0.962,2024-08-16
0.96,0.951,2024-08-19
0.951,0.936,2024-08-20
0.927,0.935,2024-08-21
0.94,0.92,2024-08-22
0.915,0.913,2024-08-23
0.913,0.936,2024-08-26
0.936,0.918,2024-08-27
0.912,0.92,2024-08-28
0.92,0.952,2024-08-29
0.953,0.964,2024-08-30
0.958,0.939,2024-09-02
0.936,0.954,2024-09-03
0.946,0.952,2024-09-04
0.958,0.96,2024-09-05
0.954,0.931,2024-09-06
0.93,0.922,2024-09-09
0.918,0.924,2024-09-10
0.924,0.942,2024-09-11
0.949,0.947,2024-09-12
0.941,0.919,2024-09-13
0.919,0.908,2024-09-18
0.911,0.921,2024-09-19
0.93,0.906,2024-09-20
0.9,0.893,2024-09-23
