收盘,日期
8.141,2025-09-26
8.242,2025-09-29
8.346,2025-09-30
8.707,2025-10-09
8.585,2025-10-10
8.841,2025-10-13
8.936,2025-10-14
9.165,2025-10-15
9.224,2025-10-16
9.558,2025-10-17
9.251,2025-10-20
9.468,2025-10-21
9.082,2025-10-22
8.976,2025-10-23
8.93,2025-10-24
8.894,2025-10-27
8.577,2025-10-28
8.676,2025-10-29
8.671,2025-10-30
8.77,2025-10-31
8.779,2025-11-03
8.717,2025-11-04
8.688,2025-11-05
8.735,2025-11-06
8.772,2025-11-07
8.918,2025-11-10
9.039,2025-11-11
9.007,2025-11-12
9.152,2025-11-13
9.079,2025-11-14
8.864,2025-11-17
8.761,2025-11-18
8.938,2025-11-19
8.884,2025-11-20
8.814,2025-11-21
8.845,2025-11-24
8.992,2025-11-25
8.991,2025-11-26
8.993,2025-11-27
9.052,2025-11-28
9.144,2025-12-01
9.099,2025-12-02
9.077,2025-12-03
9.045,2025-12-04
9.119,2025-12-05
9.094,2025-12-08
9.028,2025-12-09
9.073,2025-12-10
9.09,2025-12-11
9.207,2025-12-12
9.33,2025-12-15
9.22,2025-12-16
9.29,2025-12-17
9.297,2025-12-18
9.295,2025-12-19
9.482,2025-12-22
9.618,2025-12-23
9.622,2025-12-24
9.551,2025-12-25
9.629,2025-12-26
9.537,2025-12-29
9.345,2025-12-30
9.274,2025-12-31
9.477,2026-01-05
9.561,2026-01-06
9.501,2026-01-07
9.493,2026-01-08
9.569,2026-01-09
9.758,2026-01-12
9.769,2026-01-13
9.9,2026-01-14
9.846,2026-01-15
9.834,2026-01-16
9.984,2026-01-19
10.061,2026-01-20
10.359,2026-01-21
10.319,2026-01-22
10.595,2026-01-23
