开盘,收盘,日期
1.004,1.003,2025-11-07
1.006,1.009,2025-11-10
1.007,0.999,2025-11-11
0.999,0.995,2025-11-12
0.994,0.997,2025-11-13
0.997,0.996,2025-11-14
1.003,1.003,2025-11-17
1.001,0.989,2025-11-18
0.988,0.99,2025-11-19
0.99,0.977,2025-11-20
0.974,0.962,2025-11-21
0.961,0.997,2025-11-24
1.0,0.993,2025-11-25
0.993,0.969,2025-11-26
0.972,0.966,2025-11-27
0.971,0.976,2025-11-28
0.985,0.987,2025-12-01
0.98,0.98,2025-12-02
0.98,0.967,2025-12-03
0.968,0.982,2025-12-04
0.983,1.0,2025-12-05
1.006,1.008,2025-12-08
1.007,1.0,2025-12-09
0.998,1.005,2025-12-10
1.006,1.003,2025-12-11
1.001,1.014,2025-12-12
1.012,1.039,2025-12-15
1.04,1.035,2025-12-16
1.028,1.021,2025-12-17
1.015,1.039,2025-12-18
1.039,1.068,2025-12-19
1.077,1.064,2025-12-22
1.064,1.035,2025-12-23
1.035,1.065,2025-12-24
1.068,1.122,2025-12-25
1.13,1.128,2025-12-26
1.123,1.149,2025-12-29
1.148,1.135,2025-12-30
1.132,1.171,2025-12-31
1.202,1.185,2026-01-05
1.185,1.243,2026-01-06
1.244,1.224,2026-01-07
1.219,1.287,2026-01-08
1.309,1.328,2026-01-09
1.345,1.428,2026-01-12
1.432,1.297,2026-01-13
1.288,1.303,2026-01-14
1.279,1.244,2026-01-15
1.243,1.249,2026-01-16
1.25,1.309,2026-01-19
1.315,1.269,2026-01-20
1.257,1.269,2026-01-21
1.259,1.326,2026-01-22
1.327,1.347,2026-01-23
