收盘,日期
5.223,2025-09-26
5.304,2025-09-29
5.326,2025-09-30
5.4,2025-10-09
5.307,2025-10-10
5.265,2025-10-13
5.213,2025-10-14
5.285,2025-10-15
5.295,2025-10-16
5.197,2025-10-17
5.21,2025-10-20
5.281,2025-10-21
5.273,2025-10-22
5.285,2025-10-23
5.347,2025-10-24
5.413,2025-10-27
5.391,2025-10-28
5.457,2025-10-29
5.415,2025-10-30
5.345,2025-10-31
5.349,2025-11-03
5.309,2025-11-04
5.314,2025-11-05
5.4,2025-11-06
5.386,2025-11-07
5.392,2025-11-10
5.347,2025-11-11
5.354,2025-11-12
5.401,2025-11-13
5.336,2025-11-14
5.296,2025-11-17
5.272,2025-11-18
5.273,2025-11-19
5.255,2025-11-20
5.125,2025-11-21
5.117,2025-11-24
5.161,2025-11-25
5.19,2025-11-26
5.193,2025-11-27
5.198,2025-11-28
5.257,2025-12-01
5.24,2025-12-02
5.219,2025-12-03
5.227,2025-12-04
5.27,2025-12-05
5.314,2025-12-08
5.283,2025-12-09
5.269,2025-12-10
5.248,2025-12-11
5.258,2025-12-12
5.236,2025-12-15
5.196,2025-12-16
5.265,2025-12-17
5.24,2025-12-18
5.258,2025-12-19
5.308,2025-12-22
5.314,2025-12-23
5.332,2025-12-24
5.339,2025-12-25
5.361,2025-12-26
5.339,2025-12-29
5.353,2025-12-30
5.34,2025-12-31
5.431,2026-01-05
5.52,2026-01-06
5.497,2026-01-07
5.46,2026-01-08
5.487,2026-01-09
5.511,2026-01-12
5.503,2026-01-13
5.464,2026-01-14
5.472,2026-01-15
5.452,2026-01-16
5.451,2026-01-19
5.438,2026-01-20
5.438,2026-01-21
5.441,2026-01-22
5.417,2026-01-23
