收盘,日期
1.319,2025-09-26
1.343,2025-09-29
1.349,2025-09-30
1.37,2025-10-09
1.341,2025-10-10
1.33,2025-10-13
1.318,2025-10-14
1.338,2025-10-15
1.339,2025-10-16
1.314,2025-10-17
1.317,2025-10-20
1.332,2025-10-21
1.324,2025-10-22
1.331,2025-10-23
1.341,2025-10-24
1.352,2025-10-27
1.341,2025-10-28
1.355,2025-10-29
1.346,2025-10-30
1.335,2025-10-31
1.33,2025-11-03
1.318,2025-11-04
1.319,2025-11-05
1.335,2025-11-06
1.334,2025-11-07
1.339,2025-11-10
1.332,2025-11-11
1.334,2025-11-12
1.355,2025-11-13
1.338,2025-11-14
1.323,2025-11-17
1.32,2025-11-18
1.327,2025-11-19
1.314,2025-11-20
1.29,2025-11-21
1.292,2025-11-24
1.299,2025-11-25
1.304,2025-11-26
1.298,2025-11-27
1.305,2025-11-28
1.32,2025-12-01
1.314,2025-12-02
1.309,2025-12-03
1.316,2025-12-04
1.335,2025-12-05
1.339,2025-12-08
1.325,2025-12-09
1.325,2025-12-10
1.32,2025-12-11
1.332,2025-12-12
1.322,2025-12-15
1.309,2025-12-16
1.328,2025-12-17
1.319,2025-12-18
1.326,2025-12-19
1.337,2025-12-22
1.342,2025-12-23
1.345,2025-12-24
1.348,2025-12-25
1.353,2025-12-26
1.345,2025-12-29
1.345,2025-12-30
1.341,2025-12-31
1.373,2026-01-05
1.39,2026-01-06
1.384,2026-01-07
1.366,2026-01-08
1.371,2026-01-09
1.367,2026-01-12
1.366,2026-01-13
1.353,2026-01-14
1.361,2026-01-15
1.352,2026-01-16
1.35,2026-01-19
1.345,2026-01-20
1.339,2026-01-21
1.34,2026-01-22
1.332,2026-01-23
