收盘,日期
1.489,2025-09-26
1.513,2025-09-29
1.523,2025-09-30
1.536,2025-10-09
1.486,2025-10-10
1.473,2025-10-13
1.431,2025-10-14
1.458,2025-10-15
1.45,2025-10-16
1.407,2025-10-17
1.428,2025-10-20
1.46,2025-10-21
1.453,2025-10-22
1.454,2025-10-23
1.489,2025-10-24
1.508,2025-10-27
1.506,2025-10-28
1.529,2025-10-29
1.506,2025-10-30
1.499,2025-10-31
1.508,2025-11-03
1.481,2025-11-04
1.491,2025-11-05
1.508,2025-11-06
1.505,2025-11-07
1.499,2025-11-10
1.49,2025-11-11
1.484,2025-11-12
1.515,2025-11-13
1.489,2025-11-14
1.494,2025-11-17
1.48,2025-11-18
1.478,2025-11-19
1.462,2025-11-20
1.404,2025-11-21
1.417,2025-11-24
1.442,2025-11-25
1.453,2025-11-26
1.45,2025-11-27
1.465,2025-11-28
1.48,2025-12-01
1.468,2025-12-02
1.453,2025-12-03
1.453,2025-12-04
1.476,2025-12-05
1.505,2025-12-08
1.504,2025-12-09
1.502,2025-12-10
1.485,2025-12-11
1.487,2025-12-12
1.476,2025-12-15
1.443,2025-12-16
1.474,2025-12-17
1.458,2025-12-18
1.474,2025-12-19
1.489,2025-12-22
1.488,2025-12-23
1.506,2025-12-24
1.52,2025-12-25
1.519,2025-12-26
1.512,2025-12-29
1.518,2025-12-30
1.515,2025-12-31
1.553,2026-01-05
1.563,2026-01-06
1.564,2026-01-07
1.571,2026-01-08
1.597,2026-01-09
1.646,2026-01-12
1.609,2026-01-13
1.627,2026-01-14
1.612,2026-01-15
1.61,2026-01-16
1.607,2026-01-19
1.58,2026-01-20
1.587,2026-01-21
1.604,2026-01-22
1.625,2026-01-23
