开盘,收盘,日期
1.039,1.023,2021-08-09
1.02,1.008,2021-08-10
1.006,1.028,2021-08-11
1.022,1.038,2021-08-12
1.028,1.035,2021-08-13
1.025,0.983,2021-08-16
0.982,0.97,2021-08-17
0.969,0.979,2021-08-18
0.98,1.01,2021-08-19
1.009,1.001,2021-08-20
1.001,1.021,2021-08-23
1.023,1.052,2021-08-24
1.048,1.051,2021-08-25
1.05,1.036,2021-08-26
1.035,1.051,2021-08-27
1.044,1.067,2021-08-30
1.067,1.055,2021-08-31
1.055,1.011,2021-09-01
1.0,1.021,2021-09-02
1.016,0.978,2021-09-03
0.978,1.008,2021-09-06
1.004,1.046,2021-09-07
1.043,1.029,2021-09-08
1.035,1.037,2021-09-09
1.035,1.042,2021-09-10
1.042,1.029,2021-09-13
1.035,1.064,2021-09-14
1.064,1.069,2021-09-15
1.064,1.025,2021-09-16
1.03,1.037,2021-09-17
1.024,1.026,2021-09-22
1.03,1.027,2021-09-23
1.025,1.024,2021-09-24
1.024,0.999,2021-09-27
0.988,0.975,2021-09-28
0.97,0.946,2021-09-29
0.96,0.99,2021-09-30
0.998,0.973,2021-10-08
0.977,0.971,2021-10-11
0.963,0.947,2021-10-12
0.949,0.982,2021-10-13
0.98,0.989,2021-10-14
0.991,1.016,2021-10-15
1.016,1.044,2021-10-18
1.045,1.051,2021-10-19
1.05,1.07,2021-10-20
1.071,1.061,2021-10-21
1.065,1.055,2021-10-22
1.055,1.094,2021-10-25
1.113,1.094,2021-10-26
1.095,1.116,2021-10-27
1.116,1.091,2021-10-28
1.102,1.103,2021-10-29
1.088,1.082,2021-11-01
1.085,1.088,2021-11-02
1.093,1.067,2021-11-03
1.07,1.086,2021-11-04
1.086,1.068,2021-11-05
1.077,1.118,2021-11-08
1.12,1.123,2021-11-09
1.113,1.099,2021-11-10
1.099,1.098,2021-11-11
1.1,1.1,2021-11-12
1.103,1.061,2021-11-15
1.061,1.048,2021-11-16
1.054,1.07,2021-11-17
1.07,1.071,2021-11-18
1.064,1.073,2021-11-19
1.075,1.126,2021-11-22
1.121,1.121,2021-11-23
1.115,1.102,2021-11-24
1.105,1.096,2021-11-25
1.096,1.117,2021-11-26
1.104,1.144,2021-11-29
1.145,1.139,2021-11-30
1.138,1.13,2021-12-01
1.133,1.136,2021-12-02
1.136,1.137,2021-12-03
1.135,1.104,2021-12-06
1.116,1.071,2021-12-07
1.075,1.098,2021-12-08
1.097,1.092,2021-12-09
1.073,1.108,2021-12-10
1.108,1.101,2021-12-13
1.1,1.085,2021-12-14
1.084,1.078,2021-12-15
1.079,1.075,2021-12-16
1.066,1.049,2021-12-17
1.049,1.006,2021-12-20
1.007,1.008,2021-12-21
1.017,1.021,2021-12-22
1.026,1.015,2021-12-23
1.02,0.97,2021-12-24
0.97,0.973,2021-12-27
0.977,1.0,2021-12-28
0.998,0.992,2021-12-29
0.992,0.99,2021-12-30
1.0,0.994,2021-12-31
1.0,0.971,2022-01-04
0.969,0.929,2022-01-05
0.927,0.924,2022-01-06
0.927,0.908,2022-01-07
0.907,0.907,2022-01-10
0.911,0.9,2022-01-11
0.913,0.947,2022-01-12
0.949,0.936,2022-01-13
0.925,0.947,2022-01-14
0.942,0.97,2022-01-17
0.97,0.962,2022-01-18
0.957,0.924,2022-01-19
0.92,0.917,2022-01-20
0.915,0.918,2022-01-21
0.915,0.938,2022-01-24
0.933,0.917,2022-01-25
0.918,0.93,2022-01-26
0.92,0.903,2022-01-27
0.908,0.892,2022-01-28
0.909,0.91,2022-02-07
0.91,0.868,2022-02-08
0.868,0.88,2022-02-09
0.88,0.856,2022-02-10
0.848,0.839,2022-02-11
0.835,0.844,2022-02-14
0.844,0.877,2022-02-15
0.881,0.88,2022-02-16
