收盘,日期
0.676,2025-09-26
0.694,2025-09-29
0.71,2025-09-30
0.734,2025-10-09
0.701,2025-10-10
0.703,2025-10-13
0.678,2025-10-14
0.688,2025-10-15
0.682,2025-10-16
0.658,2025-10-17
0.663,2025-10-20
0.673,2025-10-21
0.665,2025-10-22
0.668,2025-10-23
0.678,2025-10-24
0.694,2025-10-27
0.69,2025-10-28
0.713,2025-10-29
0.711,2025-10-30
0.703,2025-10-31
0.697,2025-11-03
0.685,2025-11-04
0.69,2025-11-05
0.704,2025-11-06
0.721,2025-11-07
0.723,2025-11-10
0.718,2025-11-11
0.704,2025-11-12
0.733,2025-11-13
0.719,2025-11-14
0.723,2025-11-17
0.709,2025-11-18
0.713,2025-11-19
0.701,2025-11-20
0.664,2025-11-21
0.667,2025-11-24
0.677,2025-11-25
0.673,2025-11-26
0.676,2025-11-27
0.684,2025-11-28
0.694,2025-12-01
0.685,2025-12-02
0.68,2025-12-03
0.685,2025-12-04
0.69,2025-12-05
0.7,2025-12-08
0.694,2025-12-09
0.698,2025-12-10
0.69,2025-12-11
0.694,2025-12-12
0.693,2025-12-15
0.678,2025-12-16
0.697,2025-12-17
0.689,2025-12-18
0.696,2025-12-19
0.708,2025-12-22
0.717,2025-12-23
0.728,2025-12-24
0.727,2025-12-25
0.732,2025-12-26
0.728,2025-12-29
0.729,2025-12-30
0.727,2025-12-31
0.741,2026-01-05
0.759,2026-01-06
0.772,2026-01-07
0.766,2026-01-08
0.77,2026-01-09
0.777,2026-01-12
0.752,2026-01-13
0.755,2026-01-14
0.777,2026-01-15
0.78,2026-01-16
0.782,2026-01-19
0.777,2026-01-20
0.781,2026-01-21
0.782,2026-01-22
0.801,2026-01-23
