开盘,收盘,日期
0.724,0.711,2022-09-26
0.713,0.731,2022-09-27
0.732,0.716,2022-09-28
0.721,0.715,2022-09-29
0.719,0.71,2022-09-30
0.71,0.684,2022-10-10
0.684,0.684,2022-10-11
0.68,0.711,2022-10-12
0.709,0.728,2022-10-13
0.728,0.743,2022-10-14
0.743,0.762,2022-10-17
0.763,0.756,2022-10-18
0.755,0.749,2022-10-19
0.745,0.763,2022-10-20
0.764,0.766,2022-10-21
0.771,0.762,2022-10-24
0.754,0.748,2022-10-25
0.749,0.787,2022-10-26
0.787,0.799,2022-10-27
0.791,0.78,2022-10-28
0.781,0.809,2022-10-31
0.81,0.821,2022-11-01
0.819,0.821,2022-11-02
0.805,0.807,2022-11-03
0.799,0.821,2022-11-04
0.814,0.816,2022-11-07
0.815,0.822,2022-11-08
0.818,0.812,2022-11-09
0.807,0.808,2022-11-10
0.825,0.811,2022-11-11
0.811,0.82,2022-11-14
0.821,0.84,2022-11-15
0.846,0.836,2022-11-16
0.839,0.86,2022-11-17
0.856,0.852,2022-11-18
0.84,0.843,2022-11-21
0.841,0.832,2022-11-22
0.832,0.828,2022-11-23
0.828,0.813,2022-11-24
0.811,0.801,2022-11-25
0.788,0.79,2022-11-28
0.79,0.807,2022-11-29
0.806,0.805,2022-11-30
0.816,0.83,2022-12-01
0.824,0.818,2022-12-02
0.82,0.83,2022-12-05
0.83,0.831,2022-12-06
0.831,0.827,2022-12-07
0.823,0.815,2022-12-08
0.815,0.817,2022-12-09
0.816,0.828,2022-12-12
0.827,0.812,2022-12-13
0.817,0.812,2022-12-14
0.817,0.818,2022-12-15
0.817,0.803,2022-12-16
0.803,0.789,2022-12-19
0.807,0.771,2022-12-20
0.771,0.767,2022-12-21
0.772,0.773,2022-12-22
0.773,0.784,2022-12-23
0.789,0.794,2022-12-26
0.796,0.795,2022-12-27
0.794,0.788,2022-12-28
0.784,0.797,2022-12-29
0.8,0.801,2022-12-30
0.801,0.833,2023-01-03
0.84,0.835,2023-01-04
0.837,0.84,2023-01-05
0.841,0.836,2023-01-06
0.832,0.838,2023-01-09
0.837,0.836,2023-01-10
0.836,0.821,2023-01-11
0.821,0.826,2023-01-12
0.823,0.826,2023-01-13
0.827,0.849,2023-01-16
0.855,0.845,2023-01-17
0.847,0.863,2023-01-18
0.865,0.888,2023-01-19
0.89,0.897,2023-01-20
0.92,0.907,2023-01-30
0.908,0.888,2023-01-31
0.889,0.907,2023-02-01
0.907,0.907,2023-02-02
0.903,0.92,2023-02-03
0.918,0.924,2023-02-06
0.923,0.92,2023-02-07
0.923,0.913,2023-02-08
0.908,0.938,2023-02-09
0.936,0.919,2023-02-10
0.919,0.932,2023-02-13
0.932,0.93,2023-02-14
0.929,0.952,2023-02-15
0.946,0.941,2023-02-16
0.938,0.902,2023-02-17
0.897,0.936,2023-02-20
0.934,0.932,2023-02-21
0.928,0.932,2023-02-22
0.932,0.916,2023-02-23
0.916,0.921,2023-02-24
0.918,0.912,2023-02-27
0.924,0.931,2023-02-28
0.931,0.963,2023-03-01
0.964,0.967,2023-03-02
0.963,0.956,2023-03-03
0.954,0.959,2023-03-06
0.959,0.932,2023-03-07
0.927,0.944,2023-03-08
0.944,0.95,2023-03-09
0.947,0.936,2023-03-10
0.934,0.98,2023-03-13
0.979,0.968,2023-03-14
0.974,0.961,2023-03-15
0.953,0.949,2023-03-16
0.958,0.992,2023-03-17
0.998,0.98,2023-03-20
0.973,0.982,2023-03-21
0.976,1.003,2023-03-22
0.999,1.046,2023-03-23
1.045,1.075,2023-03-24
1.073,1.079,2023-03-27
1.069,1.065,2023-03-28
1.063,1.07,2023-03-29
1.06,1.047,2023-03-30
1.043,1.098,2023-03-31
1.1,1.157,2023-04-03
1.151,1.165,2023-04-04
1.155,1.144,2023-04-06
1.137,1.158,2023-04-07
1.155,1.095,2023-04-10
1.087,1.094,2023-04-11
1.096,1.127,2023-04-12
1.118,1.089,2023-04-13
1.09,1.09,2023-04-14
1.085,1.081,2023-04-17
1.08,1.093,2023-04-18
1.089,1.091,2023-04-19
1.088,1.121,2023-04-20
1.118,1.063,2023-04-21
1.055,1.049,2023-04-24
1.046,1.046,2023-04-25
1.041,1.0,2023-04-26
0.99,0.984,2023-04-27
0.974,1.018,2023-04-28
1.009,0.997,2023-05-04
0.993,0.99,2023-05-05
0.997,1.012,2023-05-08
1.008,1.005,2023-05-09
1.003,0.992,2023-05-10
0.995,0.975,2023-05-11
0.971,0.966,2023-05-12
0.964,0.969,2023-05-15
0.972,0.943,2023-05-16
0.941,0.949,2023-05-17
0.956,0.978,2023-05-18
0.982,0.972,2023-05-19
0.969,0.965,2023-05-22
0.963,0.953,2023-05-23
0.946,0.94,2023-05-24
0.94,0.941,2023-05-25
0.939,0.957,2023-05-26
0.963,0.948,2023-05-29
