开盘,收盘,日期
0.941397,0.944267,2020-01-02
0.9423537,0.9423537,2020-01-03
0.9423537,0.9433104,2020-01-06
0.941397,0.9423537,2020-01-07
0.9423537,0.9423537,2020-01-08
0.9423537,0.944267,2020-01-09
0.9423537,0.9423537,2020-01-10
0.9433104,0.9433104,2020-01-13
0.9423537,0.944267,2020-01-14
0.9433104,0.9433104,2020-01-15
0.9433104,0.9433104,2020-01-16
0.9433104,0.944267,2020-01-17
0.9433104,0.9452237,2020-01-20
0.944267,0.944267,2020-01-21
0.944267,0.944267,2020-01-22
0.944267,0.9452237,2020-01-23
0.944267,0.944267,2020-02-03
0.9433104,0.9461805,2020-02-04
0.9452237,0.9480939,2020-02-05
0.9480939,0.9528774,2020-02-06
0.9528774,0.9547908,2020-02-07
0.9538341,0.9567042,2020-02-10
0.9567042,0.957661,2020-02-11
0.957661,0.9586176,2020-02-12
0.9586176,0.9586176,2020-02-13
0.9586176,0.960531,2020-02-14
0.960531,0.9614877,2020-02-17
0.9595743,0.9614877,2020-02-18
0.9595743,0.9624445,2020-02-19
0.9634011,0.9624445,2020-02-20
0.9614877,0.9624445,2020-02-21
0.960531,0.960531,2020-02-24
0.960531,0.9595743,2020-02-25
0.957661,0.960531,2020-02-26
0.9595743,0.9595743,2020-02-27
0.9586176,0.9595743,2020-02-28
0.9586176,0.9586176,2020-03-02
0.9586176,0.9586176,2020-03-03
0.9586176,0.960531,2020-03-04
0.960531,0.960531,2020-03-05
0.960531,0.9614877,2020-03-06
0.9614877,0.9624445,2020-03-09
0.9624445,0.9624445,2020-03-10
0.9624445,0.9634011,2020-03-11
0.9624445,0.9634011,2020-03-12
0.9634011,0.9643579,2020-03-13
0.9634011,0.9653145,2020-03-16
0.9643579,0.9634011,2020-03-17
0.9624445,0.9634011,2020-03-18
0.9634011,0.9634011,2020-03-19
0.9634011,0.9643579,2020-03-20
0.9643579,0.9643579,2020-03-23
0.9643579,0.9653145,2020-03-24
0.9653145,0.9653145,2020-03-25
0.9653145,0.9662713,2020-03-26
0.9653145,0.9662713,2020-03-27
0.9653145,0.9653145,2020-03-30
0.9653145,0.9662713,2020-03-31
0.9662713,0.967228,2020-04-01
0.9662713,0.967228,2020-04-02
0.9662713,0.9681846,2020-04-03
0.9662713,0.9681846,2020-04-07
0.9681846,0.9681846,2020-04-08
0.9681846,0.9681846,2020-04-09
0.9681846,0.9700981,2020-04-10
0.9681846,0.9710548,2020-04-13
0.9700981,0.9710548,2020-04-14
0.9700981,0.9710548,2020-04-15
0.9710548,0.9729682,2020-04-16
0.9729682,0.9729682,2020-04-17
0.9729682,0.9739249,2020-04-20
0.9739249,0.9748816,2020-04-21
0.9739249,0.9748816,2020-04-22
0.9758383,0.9758383,2020-04-23
0.9758383,0.9758383,2020-04-24
0.9748816,0.976795,2020-04-27
0.9758383,0.9777517,2020-04-28
0.9758383,0.9777517,2020-04-29
0.9777517,0.9777517,2020-04-30
0.9758383,0.9748816,2020-05-06
0.9748816,0.9729682,2020-05-07
0.9739249,0.9739249,2020-05-08
0.9739249,0.9748816,2020-05-11
0.9748816,0.976795,2020-05-12
0.9758383,0.976795,2020-05-13
0.976795,0.976795,2020-05-14
0.9758383,0.976795,2020-05-15
0.9758383,0.9758383,2020-05-18
0.9758383,0.9748816,2020-05-19
0.9748816,0.9748816,2020-05-20
0.9748816,0.9758383,2020-05-21
0.9758383,0.9748816,2020-05-22
0.9748816,0.9748816,2020-05-25
0.9748816,0.976795,2020-05-26
0.976795,0.9758383,2020-05-27
0.9748816,0.9729682,2020-05-28
0.9720115,0.9748816,2020-05-29
0.9739249,0.9748816,2020-06-01
0.9739249,0.9739249,2020-06-02
0.9720115,0.9720115,2020-06-03
0.9720115,0.9729682,2020-06-04
0.9729682,0.9729682,2020-06-05
0.9729682,0.9710548,2020-06-08
0.9700981,0.9710548,2020-06-09
0.9691414,0.9729682,2020-06-10
0.9710548,0.9739249,2020-06-11
0.9739249,0.9748816,2020-06-12
0.9739249,0.9739249,2020-06-15
0.9748816,0.9729682,2020-06-16
0.9729682,0.9720115,2020-06-17
0.9729682,0.9720115,2020-06-18
0.9720115,0.9720115,2020-06-19
0.9710548,0.9710548,2020-06-22
0.9710548,0.9700981,2020-06-23
0.9681846,0.9700981,2020-06-24
0.9691414,0.9710548,2020-06-29
0.9700981,0.9700981,2020-06-30
0.9700981,0.9700981,2020-07-01
0.9691414,0.967228,2020-07-02
0.9662713,0.9662713,2020-07-03
0.9662713,0.9643579,2020-07-06
