开盘,收盘,日期
0.993,0.982,2024-12-23
0.982,0.994,2024-12-24
0.995,0.981,2024-12-25
0.984,0.999,2024-12-26
0.988,0.997,2024-12-27
0.997,0.99,2024-12-30
0.986,0.967,2024-12-31
0.966,0.942,2025-01-02
0.95,0.929,2025-01-03
0.932,0.937,2025-01-06
0.937,0.95,2025-01-07
0.951,0.948,2025-01-08
0.947,0.943,2025-01-09
0.936,0.924,2025-01-10
0.925,0.919,2025-01-13
0.923,0.949,2025-01-14
0.95,0.94,2025-01-15
0.949,0.952,2025-01-16
0.95,0.956,2025-01-17
0.959,0.972,2025-01-20
0.977,0.985,2025-01-21
0.989,0.99,2025-01-22
0.981,0.979,2025-01-23
0.987,0.996,2025-01-24
0.99,0.98,2025-01-27
0.989,0.947,2025-02-05
0.955,0.961,2025-02-06
0.96,0.978,2025-02-07
0.999,0.976,2025-02-10
0.974,0.976,2025-02-11
0.978,0.981,2025-02-12
0.982,0.967,2025-02-13
0.967,0.976,2025-02-14
0.976,0.986,2025-02-17
0.988,0.978,2025-02-18
0.975,0.984,2025-02-19
0.984,0.978,2025-02-20
0.985,0.991,2025-02-21
0.99,0.986,2025-02-24
0.98,0.971,2025-02-25
0.975,0.981,2025-02-26
0.98,0.97,2025-02-27
0.97,0.95,2025-02-28
0.955,0.948,2025-03-03
0.949,0.955,2025-03-04
0.955,0.961,2025-03-05
0.963,0.973,2025-03-06
0.973,0.964,2025-03-07
0.962,0.964,2025-03-10
0.964,0.964,2025-03-11
0.967,0.972,2025-03-12
0.974,0.969,2025-03-13
0.968,0.985,2025-03-14
0.983,0.985,2025-03-17
0.987,0.997,2025-03-18
0.989,0.989,2025-03-19
0.985,0.987,2025-03-20
0.987,0.98,2025-03-21
0.98,0.987,2025-03-24
0.986,0.986,2025-03-25
0.979,0.984,2025-03-26
0.983,0.973,2025-03-27
0.974,0.973,2025-03-28
0.972,0.963,2025-03-31
0.963,0.966,2025-04-01
0.967,0.97,2025-04-02
0.974,0.955,2025-04-03
0.94,0.862,2025-04-07
0.87,0.858,2025-04-08
0.859,0.873,2025-04-09
0.879,0.891,2025-04-10
0.883,0.892,2025-04-11
0.894,0.9,2025-04-14
0.9,0.896,2025-04-15
0.896,0.884,2025-04-16
0.876,0.881,2025-04-17
0.878,0.887,2025-04-18
0.884,0.904,2025-04-21
0.905,0.901,2025-04-22
0.905,0.914,2025-04-23
0.914,0.912,2025-04-24
