收盘,日期
1.614,2025-09-26
1.623,2025-09-29
1.624,2025-09-30
1.635,2025-10-09
1.63,2025-10-10
1.623,2025-10-13
1.622,2025-10-14
1.645,2025-10-15
1.661,2025-10-16
1.638,2025-10-17
1.658,2025-10-20
1.682,2025-10-21
1.678,2025-10-22
1.69,2025-10-23
1.7,2025-10-24
1.715,2025-10-27
1.705,2025-10-28
1.705,2025-10-29
1.686,2025-10-30
1.679,2025-10-31
1.695,2025-11-03
1.7,2025-11-04
1.696,2025-11-05
1.727,2025-11-06
1.737,2025-11-07
1.76,2025-11-10
1.762,2025-11-11
1.787,2025-11-12
1.787,2025-11-13
1.767,2025-11-14
1.751,2025-11-17
1.729,2025-11-18
1.741,2025-11-19
1.742,2025-11-20
1.716,2025-11-21
1.71,2025-11-24
1.725,2025-11-25
1.725,2025-11-26
1.728,2025-11-27
1.716,2025-11-28
1.719,2025-12-01
1.733,2025-12-02
1.707,2025-12-03
1.717,2025-12-04
1.73,2025-12-05
1.711,2025-12-08
1.682,2025-12-09
1.667,2025-12-10
1.665,2025-12-11
1.68,2025-12-12
1.669,2025-12-15
1.636,2025-12-16
1.649,2025-12-17
1.654,2025-12-18
1.656,2025-12-19
1.666,2025-12-22
1.669,2025-12-23
1.675,2025-12-24
1.667,2025-12-25
1.667,2025-12-26
1.664,2025-12-29
1.679,2025-12-30
1.662,2025-12-31
1.685,2026-01-05
1.703,2026-01-06
1.687,2026-01-07
1.677,2026-01-08
1.68,2026-01-09
1.685,2026-01-12
1.702,2026-01-13
1.703,2026-01-14
1.712,2026-01-15
1.702,2026-01-16
1.696,2026-01-19
1.696,2026-01-20
1.697,2026-01-21
1.7,2026-01-22
1.694,2026-01-23
