收盘,日期
1.67,2025-09-26
1.667,2025-09-29
1.652,2025-09-30
1.648,2025-10-09
1.655,2025-10-10
1.67,2025-10-13
1.708,2025-10-14
1.718,2025-10-15
1.743,2025-10-16
1.739,2025-10-17
1.74,2025-10-20
1.74,2025-10-21
1.761,2025-10-22
1.768,2025-10-23
1.761,2025-10-24
1.763,2025-10-27
1.756,2025-10-28
1.723,2025-10-29
1.722,2025-10-30
1.722,2025-10-31
1.743,2025-11-03
1.779,2025-11-04
1.78,2025-11-05
1.772,2025-11-06
1.772,2025-11-07
1.779,2025-11-10
1.787,2025-11-11
1.797,2025-11-12
1.795,2025-11-13
1.799,2025-11-14
1.774,2025-11-17
1.77,2025-11-18
1.784,2025-11-19
1.801,2025-11-20
1.781,2025-11-21
1.772,2025-11-24
1.795,2025-11-25
1.783,2025-11-26
1.79,2025-11-27
1.775,2025-11-28
1.787,2025-12-01
1.787,2025-12-02
1.773,2025-12-03
1.762,2025-12-04
1.754,2025-12-05
1.753,2025-12-08
1.753,2025-12-09
1.726,2025-12-10
1.728,2025-12-11
1.724,2025-12-12
1.729,2025-12-15
1.717,2025-12-16
1.72,2025-12-17
1.755,2025-12-18
1.75,2025-12-19
1.737,2025-12-22
1.743,2025-12-23
1.741,2025-12-24
1.738,2025-12-25
1.731,2025-12-26
1.749,2025-12-29
1.749,2025-12-30
1.751,2025-12-31
1.743,2026-01-05
1.749,2026-01-06
1.74,2026-01-07
1.723,2026-01-08
1.717,2026-01-09
1.722,2026-01-12
1.733,2026-01-13
1.704,2026-01-14
1.69,2026-01-15
1.673,2026-01-16
1.662,2026-01-19
1.68,2026-01-20
1.652,2026-01-21
1.645,2026-01-22
1.63,2026-01-23
