收盘,日期
1.088,2025-09-26
1.107,2025-09-29
1.112,2025-09-30
1.136,2025-10-09
1.115,2025-10-10
1.115,2025-10-13
1.088,2025-10-14
1.105,2025-10-15
1.097,2025-10-16
1.064,2025-10-17
1.07,2025-10-20
1.083,2025-10-21
1.076,2025-10-22
1.08,2025-10-23
1.099,2025-10-24
1.124,2025-10-27
1.115,2025-10-28
1.142,2025-10-29
1.127,2025-10-30
1.114,2025-10-31
1.109,2025-11-03
1.092,2025-11-04
1.096,2025-11-05
1.114,2025-11-06
1.112,2025-11-07
1.115,2025-11-10
1.104,2025-11-11
1.099,2025-11-12
1.112,2025-11-13
1.1,2025-11-14
1.097,2025-11-17
1.08,2025-11-18
1.077,2025-11-19
1.067,2025-11-20
1.028,2025-11-21
1.029,2025-11-24
1.043,2025-11-25
1.048,2025-11-26
1.043,2025-11-27
1.056,2025-11-28
1.069,2025-12-01
1.054,2025-12-02
1.055,2025-12-03
1.053,2025-12-04
1.064,2025-12-05
1.078,2025-12-08
1.067,2025-12-09
1.074,2025-12-10
1.064,2025-12-11
1.072,2025-12-12
1.063,2025-12-15
1.045,2025-12-16
1.071,2025-12-17
1.066,2025-12-18
1.074,2025-12-19
1.082,2025-12-22
1.087,2025-12-23
1.103,2025-12-24
1.105,2025-12-25
1.112,2025-12-26
1.11,2025-12-29
1.111,2025-12-30
1.11,2025-12-31
1.138,2026-01-05
1.164,2026-01-06
1.168,2026-01-07
1.163,2026-01-08
1.182,2026-01-09
1.2,2026-01-12
1.186,2026-01-13
1.195,2026-01-14
1.195,2026-01-15
1.206,2026-01-16
1.212,2026-01-19
1.216,2026-01-20
1.236,2026-01-21
1.237,2026-01-22
1.264,2026-01-23
