收盘,日期
1.066,2025-09-26
1.068,2025-09-29
1.072,2025-09-30
1.066,2025-10-09
1.072,2025-10-10
1.07,2025-10-13
1.084,2025-10-14
1.095,2025-10-15
1.108,2025-10-16
1.096,2025-10-17
1.097,2025-10-20
1.104,2025-10-21
1.11,2025-10-22
1.118,2025-10-23
1.115,2025-10-24
1.117,2025-10-27
1.118,2025-10-28
1.113,2025-10-29
1.115,2025-10-30
1.11,2025-10-31
1.119,2025-11-03
1.127,2025-11-04
1.13,2025-11-05
1.136,2025-11-06
1.134,2025-11-07
1.146,2025-11-10
1.146,2025-11-11
1.157,2025-11-12
1.158,2025-11-13
1.155,2025-11-14
1.139,2025-11-17
1.133,2025-11-18
1.149,2025-11-19
1.146,2025-11-20
1.132,2025-11-21
1.123,2025-11-24
1.134,2025-11-25
1.132,2025-11-26
1.132,2025-11-27
1.13,2025-11-28
1.138,2025-12-01
1.136,2025-12-02
1.134,2025-12-03
1.13,2025-12-04
1.135,2025-12-05
1.138,2025-12-08
1.131,2025-12-09
1.118,2025-12-11
1.123,2025-12-12
1.13,2025-12-15
1.125,2025-12-16
1.133,2025-12-17
1.141,2025-12-18
1.143,2025-12-19
1.142,2025-12-22
1.144,2025-12-23
1.141,2025-12-24
1.144,2025-12-25
1.145,2025-12-26
1.144,2025-12-29
1.142,2025-12-30
1.14,2025-12-31
1.153,2026-01-05
1.166,2026-01-06
1.162,2026-01-07
1.148,2026-01-08
1.146,2026-01-09
1.145,2026-01-12
1.145,2026-01-13
1.139,2026-01-14
1.134,2026-01-15
1.134,2026-01-16
1.118,2026-01-19
1.128,2026-01-20
1.115,2026-01-21
1.109,2026-01-22
1.102,2026-01-23
