收盘,日期
1.373,2025-09-26
1.401,2025-09-29
1.438,2025-09-30
1.453,2025-10-09
1.381,2025-10-10
1.387,2025-10-13
1.34,2025-10-14
1.364,2025-10-15
1.349,2025-10-16
1.296,2025-10-17
1.302,2025-10-20
1.33,2025-10-21
1.322,2025-10-22
1.312,2025-10-23
1.353,2025-10-24
1.373,2025-10-27
1.369,2025-10-28
1.38,2025-10-29
1.369,2025-10-30
1.366,2025-10-31
1.358,2025-11-03
1.332,2025-11-04
1.326,2025-11-05
1.359,2025-11-06
1.35,2025-11-07
1.335,2025-11-10
1.323,2025-11-11
1.313,2025-11-12
1.333,2025-11-13
1.32,2025-11-14
1.324,2025-11-17
1.32,2025-11-18
1.307,2025-11-19
1.294,2025-11-20
1.244,2025-11-21
1.26,2025-11-24
1.275,2025-11-25
1.294,2025-11-26
1.298,2025-11-27
1.313,2025-11-28
1.313,2025-12-01
1.294,2025-12-02
1.282,2025-12-03
1.301,2025-12-04
1.314,2025-12-05
1.339,2025-12-08
1.327,2025-12-09
1.326,2025-12-10
1.316,2025-12-11
1.339,2025-12-12
1.308,2025-12-15
1.286,2025-12-16
1.313,2025-12-17
1.313,2025-12-18
1.316,2025-12-19
1.33,2025-12-22
1.339,2025-12-23
1.364,2025-12-24
1.385,2025-12-25
1.385,2025-12-26
1.391,2025-12-29
1.392,2025-12-30
1.399,2025-12-31
1.441,2026-01-05
1.466,2026-01-06
1.498,2026-01-07
1.508,2026-01-08
1.546,2026-01-09
1.59,2026-01-12
1.547,2026-01-13
1.568,2026-01-14
1.566,2026-01-15
1.618,2026-01-16
1.595,2026-01-19
1.566,2026-01-20
1.588,2026-01-21
1.581,2026-01-22
1.636,2026-01-23
