收盘,日期
0.926,2025-09-26
0.937,2025-09-29
0.954,2025-09-30
0.983,2025-10-09
0.929,2025-10-10
0.94,2025-10-13
0.902,2025-10-14
0.912,2025-10-15
0.903,2025-10-16
0.87,2025-10-17
0.873,2025-10-20
0.896,2025-10-21
0.897,2025-10-22
0.893,2025-10-23
0.931,2025-10-24
0.945,2025-10-27
0.938,2025-10-28
0.948,2025-10-29
0.932,2025-10-30
0.903,2025-10-31
0.892,2025-11-03
0.885,2025-11-04
0.886,2025-11-05
0.915,2025-11-06
0.903,2025-11-07
0.895,2025-11-10
0.885,2025-11-11
0.88,2025-11-12
0.892,2025-11-13
0.87,2025-11-14
0.863,2025-11-17
0.866,2025-11-18
0.857,2025-11-19
0.847,2025-11-20
0.819,2025-11-21
0.825,2025-11-24
0.829,2025-11-25
0.838,2025-11-26
0.836,2025-11-27
0.844,2025-11-28
0.852,2025-12-01
0.84,2025-12-02
0.834,2025-12-03
0.845,2025-12-04
0.845,2025-12-05
0.859,2025-12-08
0.858,2025-12-09
0.857,2025-12-10
0.844,2025-12-11
0.858,2025-12-12
0.841,2025-12-15
0.824,2025-12-16
0.845,2025-12-17
0.832,2025-12-18
0.834,2025-12-19
0.851,2025-12-22
0.854,2025-12-23
0.861,2025-12-24
0.858,2025-12-25
0.858,2025-12-26
0.858,2025-12-29
0.867,2025-12-30
0.857,2025-12-31
0.893,2026-01-05
0.91,2026-01-06
0.918,2026-01-07
0.926,2026-01-08
0.939,2026-01-09
0.962,2026-01-12
0.936,2026-01-13
0.953,2026-01-14
0.951,2026-01-15
0.965,2026-01-16
0.959,2026-01-19
0.944,2026-01-20
0.978,2026-01-21
0.981,2026-01-22
0.989,2026-01-23
