收盘,日期
0.799,2025-09-26
0.822,2025-09-29
0.863,2025-09-30
0.932,2025-10-09
0.895,2025-10-10
0.956,2025-10-13
0.913,2025-10-14
0.903,2025-10-15
0.884,2025-10-16
0.856,2025-10-17
0.858,2025-10-20
0.865,2025-10-21
0.855,2025-10-22
0.87,2025-10-23
0.889,2025-10-24
0.915,2025-10-27
0.896,2025-10-28
0.934,2025-10-29
0.957,2025-10-30
0.929,2025-10-31
0.912,2025-11-03
0.891,2025-11-04
0.898,2025-11-05
0.92,2025-11-06
0.931,2025-11-07
0.926,2025-11-10
0.915,2025-11-11
0.902,2025-11-12
0.948,2025-11-13
0.933,2025-11-14
0.963,2025-11-17
0.935,2025-11-18
0.956,2025-11-19
0.96,2025-11-20
0.889,2025-11-21
0.875,2025-11-24
0.896,2025-11-25
0.893,2025-11-26
0.89,2025-11-27
0.909,2025-11-28
0.927,2025-12-01
0.908,2025-12-02
0.902,2025-12-03
0.904,2025-12-04
0.917,2025-12-05
0.936,2025-12-08
0.914,2025-12-09
0.923,2025-12-10
0.92,2025-12-11
0.916,2025-12-12
0.909,2025-12-15
0.892,2025-12-16
0.929,2025-12-17
0.921,2025-12-18
0.942,2025-12-19
0.961,2025-12-22
0.971,2025-12-23
0.978,2025-12-24
0.972,2025-12-25
1.002,2025-12-26
0.977,2025-12-29
0.985,2025-12-30
0.989,2025-12-31
1.018,2026-01-05
1.059,2026-01-06
1.079,2026-01-07
1.055,2026-01-08
1.085,2026-01-09
1.113,2026-01-12
1.113,2026-01-13
1.107,2026-01-14
1.129,2026-01-15
1.118,2026-01-16
1.119,2026-01-19
1.105,2026-01-20
1.139,2026-01-21
1.134,2026-01-22
1.175,2026-01-23
