收盘,日期
0.966,2022-09-05
0.988,2022-09-06
0.996,2022-09-07
0.996,2022-09-08
1.005,2022-09-09
1.005,2022-09-13
0.993,2022-09-14
0.968,2022-09-15
0.951,2022-09-16
0.942,2022-09-19
0.962,2022-09-20
0.947,2022-09-21
0.942,2022-09-22
0.926,2022-09-23
0.935,2022-09-26
0.94,2022-09-27
0.92,2022-09-28
0.932,2022-09-29
0.913,2022-09-30
0.896,2022-10-10
0.884,2022-10-11
0.897,2022-10-12
0.897,2022-10-13
0.921,2022-10-14
0.926,2022-10-17
0.929,2022-10-18
0.92,2022-10-19
0.907,2022-10-20
0.911,2022-10-21
0.885,2022-10-24
0.882,2022-10-25
0.902,2022-10-26
0.904,2022-10-27
0.895,2022-10-28
0.87,2022-10-31
0.898,2022-11-01
0.915,2022-11-02
0.916,2022-11-03
0.94,2022-11-04
0.94,2022-11-07
0.929,2022-11-08
0.928,2022-11-09
0.917,2022-11-10
0.942,2022-11-11
0.935,2022-11-14
0.958,2022-11-15
0.948,2022-11-16
0.937,2022-11-17
0.948,2022-11-18
0.942,2022-11-21
0.933,2022-11-22
0.931,2022-11-23
0.935,2022-11-24
0.926,2022-11-25
0.912,2022-11-28
0.934,2022-11-29
0.937,2022-11-30
0.947,2022-12-01
0.942,2022-12-02
0.947,2022-12-05
0.957,2022-12-06
0.954,2022-12-07
0.955,2022-12-08
0.958,2022-12-09
0.942,2022-12-12
0.945,2022-12-13
0.937,2022-12-14
0.952,2022-12-15
1.029,2022-12-16
0.99,2022-12-19
0.913,2022-12-20
0.905,2022-12-21
0.9,2022-12-22
0.895,2022-12-23
0.912,2022-12-26
0.925,2022-12-27
0.924,2022-12-28
0.922,2022-12-29
0.925,2022-12-30
0.93,2023-01-03
0.925,2023-01-04
0.939,2023-01-05
0.949,2023-01-06
0.954,2023-01-09
0.957,2023-01-10
0.953,2023-01-11
0.952,2023-01-12
0.963,2023-01-13
0.978,2023-01-16
0.98,2023-01-17
0.984,2023-01-18
0.99,2023-01-19
0.993,2023-01-20
1.002,2023-01-30
0.996,2023-01-31
1.005,2023-02-01
1.007,2023-02-02
0.987,2023-02-03
0.985,2023-02-06
0.99,2023-02-07
0.986,2023-02-08
0.998,2023-02-09
0.992,2023-02-10
0.996,2023-02-13
0.996,2023-02-14
0.991,2023-02-15
0.979,2023-02-16
0.972,2023-02-17
0.992,2023-02-20
0.994,2023-02-21
0.985,2023-02-22
0.985,2023-02-23
0.979,2023-02-24
0.973,2023-02-27
0.975,2023-02-28
0.986,2023-03-01
0.978,2023-03-02
0.977,2023-03-03
0.978,2023-03-06
0.969,2023-03-07
0.957,2023-03-08
0.957,2023-03-09
0.947,2023-03-10
0.951,2023-03-13
0.943,2023-03-14
0.946,2023-03-15
0.924,2023-03-16
0.933,2023-03-17
0.931,2023-03-20
0.943,2023-03-21
0.947,2023-03-22
0.955,2023-03-23
0.961,2023-03-24
0.964,2023-03-27
0.965,2023-03-28
0.964,2023-03-29
0.96,2023-03-30
0.97,2023-03-31
0.978,2023-04-03
0.98,2023-04-04
0.974,2023-04-06
0.992,2023-04-07
0.983,2023-04-10
0.98,2023-04-11
0.986,2023-04-12
0.977,2023-04-13
0.985,2023-04-14
0.985,2023-04-17
0.983,2023-04-18
0.972,2023-04-19
