收盘,日期
1.246,2025-09-26
1.253,2025-09-29
1.257,2025-09-30
1.324,2025-10-09
1.294,2025-10-10
1.285,2025-10-13
1.284,2025-10-14
1.321,2025-10-15
1.35,2025-10-16
1.321,2025-10-17
1.382,2025-10-20
1.381,2025-10-21
1.381,2025-10-22
1.357,2025-10-23
1.379,2025-10-24
1.44,2025-10-27
1.444,2025-10-28
1.49,2025-10-29
1.48,2025-10-30
1.491,2025-10-31
1.493,2025-11-03
1.449,2025-11-04
1.423,2025-11-05
1.445,2025-11-06
1.426,2025-11-07
1.469,2025-11-10
1.455,2025-11-11
1.456,2025-11-12
1.449,2025-11-13
1.418,2025-11-14
1.396,2025-11-17
1.344,2025-11-18
1.345,2025-11-19
1.372,2025-11-20
1.335,2025-11-21
1.351,2025-11-24
1.348,2025-11-25
1.381,2025-11-26
1.38,2025-11-27
1.382,2025-11-28
1.362,2025-12-01
1.35,2025-12-02
1.373,2025-12-03
1.414,2025-12-04
1.404,2025-12-05
1.396,2025-12-08
1.378,2025-12-09
1.371,2025-12-10
1.355,2025-12-11
1.369,2025-12-12
1.359,2025-12-15
1.331,2025-12-16
1.342,2025-12-17
1.337,2025-12-18
1.361,2025-12-19
1.375,2025-12-22
1.363,2025-12-23
1.361,2025-12-24
1.358,2025-12-25
1.361,2025-12-26
1.347,2025-12-29
1.347,2025-12-30
1.341,2025-12-31
1.376,2026-01-05
1.386,2026-01-06
1.372,2026-01-07
1.356,2026-01-08
1.371,2026-01-09
1.402,2026-01-12
1.413,2026-01-13
1.412,2026-01-14
1.406,2026-01-15
1.417,2026-01-16
1.402,2026-01-19
1.378,2026-01-20
1.381,2026-01-21
1.4,2026-01-22
1.393,2026-01-23
