开盘,收盘,日期
0.993,0.993,2025-08-01
0.989,0.987,2025-08-04
0.987,0.998,2025-08-05
1.004,1.013,2025-08-06
1.013,0.982,2025-08-07
0.982,0.974,2025-08-08
0.974,0.992,2025-08-11
0.991,0.976,2025-08-12
0.975,1.015,2025-08-13
1.018,1.019,2025-08-14
1.007,1.032,2025-08-15
1.031,1.052,2025-08-18
1.052,1.036,2025-08-19
1.035,1.028,2025-08-20
1.028,1.03,2025-08-21
1.03,1.043,2025-08-22
1.05,1.063,2025-08-25
1.062,1.047,2025-08-26
1.041,1.028,2025-08-27
1.028,1.022,2025-08-28
1.02,1.056,2025-08-29
1.057,1.109,2025-09-01
1.112,1.097,2025-09-02
1.088,1.119,2025-09-03
1.127,1.068,2025-09-04
1.076,1.121,2025-09-05
1.12,1.104,2025-09-08
1.094,1.08,2025-09-09
1.073,1.079,2025-09-10
1.044,1.075,2025-09-11
1.08,1.086,2025-09-12
1.085,1.081,2025-09-15
1.081,1.072,2025-09-16
1.07,1.067,2025-09-17
1.069,1.07,2025-09-18
1.064,1.054,2025-09-19
1.058,1.053,2025-09-22
1.051,1.017,2025-09-23
1.01,1.034,2025-09-24
1.036,1.038,2025-09-25
1.024,1.002,2025-09-26
1.001,1.001,2025-09-29
1.001,1.024,2025-09-30
1.029,1.0,2025-10-09
0.996,0.964,2025-10-10
0.941,0.952,2025-10-13
0.956,0.918,2025-10-14
0.926,0.942,2025-10-15
0.942,0.954,2025-10-16
0.956,0.937,2025-10-17
0.942,0.936,2025-10-20
0.938,0.951,2025-10-21
0.952,0.942,2025-10-22
0.939,0.92,2025-10-23
0.923,0.93,2025-10-24
0.933,0.947,2025-10-27
0.951,0.941,2025-10-28
0.945,0.934,2025-10-29
0.935,0.922,2025-10-30
0.929,0.989,2025-10-31
0.997,0.984,2025-11-03
0.973,0.95,2025-11-04
0.939,0.938,2025-11-05
0.931,0.937,2025-11-06
0.937,0.916,2025-11-07
0.912,0.929,2025-11-10
0.931,0.92,2025-11-11
0.92,0.937,2025-11-12
0.935,0.965,2025-11-13
0.956,0.963,2025-11-14
0.959,0.937,2025-11-17
0.94,0.932,2025-11-18
0.924,0.918,2025-11-19
0.922,0.921,2025-11-20
0.916,0.901,2025-11-21
0.903,0.921,2025-11-24
0.919,0.933,2025-11-25
0.932,0.95,2025-11-26
0.944,0.946,2025-11-27
0.948,0.952,2025-11-28
0.95,0.943,2025-12-01
0.936,0.924,2025-12-02
0.924,0.918,2025-12-03
0.921,0.932,2025-12-04
0.93,0.935,2025-12-05
0.939,0.931,2025-12-08
0.93,0.927,2025-12-09
0.925,0.931,2025-12-10
0.932,0.935,2025-12-11
0.935,0.936,2025-12-12
0.931,0.911,2025-12-15
0.915,0.895,2025-12-16
0.893,0.904,2025-12-17
0.9,0.894,2025-12-18
0.895,0.911,2025-12-19
0.914,0.91,2025-12-22
0.911,0.911,2025-12-23
0.91,0.913,2025-12-24
0.913,0.909,2025-12-25
0.908,0.91,2025-12-26
0.909,0.899,2025-12-29
0.899,0.889,2025-12-30
0.889,0.886,2025-12-31
0.888,0.936,2026-01-05
0.936,0.937,2026-01-06
0.936,0.975,2026-01-07
0.977,0.967,2026-01-08
0.967,1.004,2026-01-09
1.016,0.997,2026-01-12
1.015,1.0,2026-01-13
1.0,0.986,2026-01-14
0.978,0.968,2026-01-15
0.971,0.965,2026-01-16
0.961,0.948,2026-01-19
0.953,0.929,2026-01-20
0.928,0.933,2026-01-21
0.936,0.915,2026-01-22
0.918,0.93,2026-01-23
