收盘,日期
99.276,2025-09-26
99.351,2025-09-29
99.523,2025-09-30
99.325,2025-10-09
99.36,2025-10-10
99.427,2025-10-13
99.446,2025-10-14
99.38,2025-10-15
99.424,2025-10-16
99.53,2025-10-17
99.586,2025-10-20
99.604,2025-10-21
99.647,2025-10-22
99.696,2025-10-23
99.748,2025-10-24
99.771,2025-10-27
99.9,2025-10-28
100.03,2025-10-29
100.009,2025-10-30
100.086,2025-10-31
100.09,2025-11-03
100.096,2025-11-04
100.16,2025-11-05
100.114,2025-11-06
100.117,2025-11-07
100.152,2025-11-10
100.163,2025-11-11
100.131,2025-11-12
100.122,2025-11-13
100.116,2025-11-14
100.17,2025-11-17
100.187,2025-11-18
100.191,2025-11-19
100.182,2025-11-20
100.17,2025-11-21
100.158,2025-11-24
100.147,2025-11-25
100.061,2025-11-26
100.03,2025-11-27
100.025,2025-11-28
100.033,2025-12-01
100.004,2025-12-02
99.99,2025-12-03
99.907,2025-12-04
99.948,2025-12-05
99.897,2025-12-08
99.9,2025-12-09
99.92,2025-12-10
99.95,2025-12-11
99.97,2025-12-12
99.97,2025-12-15
99.955,2025-12-16
99.984,2025-12-17
99.991,2025-12-18
100.043,2025-12-19
100.037,2025-12-22
100.129,2025-12-23
100.131,2025-12-24
100.203,2025-12-25
100.224,2025-12-26
100.166,2025-12-29
100.187,2025-12-30
100.18,2025-12-31
100.095,2026-01-05
100.03,2026-01-06
100.045,2026-01-07
100.119,2026-01-08
100.124,2026-01-09
100.149,2026-01-12
100.19,2026-01-13
100.21,2026-01-14
100.212,2026-01-15
100.241,2026-01-16
100.243,2026-01-19
100.256,2026-01-20
100.274,2026-01-21
100.294,2026-01-22
100.366,2026-01-23
