收盘,日期
106.312,2025-09-26
106.322,2025-09-29
106.444,2025-09-30
106.422,2025-10-09
106.416,2025-10-10
106.431,2025-10-13
106.431,2025-10-14
106.423,2025-10-15
106.436,2025-10-16
106.455,2025-10-17
106.455,2025-10-20
106.444,2025-10-21
106.43,2025-10-22
106.464,2025-10-23
106.459,2025-10-24
106.46,2025-10-27
106.51,2025-10-28
106.557,2025-10-29
106.575,2025-10-30
106.605,2025-10-31
106.584,2025-11-03
106.573,2025-11-04
106.582,2025-11-05
106.59,2025-11-06
106.584,2025-11-07
106.592,2025-11-10
106.582,2025-11-11
106.594,2025-11-12
106.61,2025-11-13
106.64,2025-11-14
106.644,2025-11-17
106.634,2025-11-18
106.64,2025-11-19
106.641,2025-11-20
106.654,2025-11-21
106.651,2025-11-24
106.671,2025-11-25
106.659,2025-11-26
106.657,2025-11-27
106.669,2025-11-28
106.684,2025-12-01
106.687,2025-12-02
106.682,2025-12-03
106.639,2025-12-04
106.657,2025-12-05
106.67,2025-12-08
106.701,2025-12-09
106.72,2025-12-10
106.734,2025-12-11
106.733,2025-12-12
106.727,2025-12-15
106.724,2025-12-16
106.754,2025-12-17
106.779,2025-12-18
106.802,2025-12-19
106.824,2025-12-22
106.825,2025-12-23
106.816,2025-12-24
106.828,2025-12-25
106.851,2025-12-26
106.844,2025-12-29
106.844,2025-12-30
106.861,2025-12-31
106.787,2026-01-05
106.762,2026-01-06
106.784,2026-01-07
106.826,2026-01-08
106.826,2026-01-09
106.828,2026-01-12
106.836,2026-01-13
106.85,2026-01-14
106.881,2026-01-15
106.893,2026-01-16
106.902,2026-01-19
106.907,2026-01-20
106.905,2026-01-21
106.904,2026-01-22
106.916,2026-01-23
