收盘,日期
0.966,2025-09-26
0.993,2025-09-29
0.992,2025-09-30
0.997,2025-10-09
0.966,2025-10-10
0.959,2025-10-13
0.943,2025-10-14
0.953,2025-10-15
0.941,2025-10-16
0.912,2025-10-17
0.922,2025-10-20
0.933,2025-10-21
0.926,2025-10-22
0.934,2025-10-23
0.945,2025-10-24
0.956,2025-10-27
0.959,2025-10-28
0.976,2025-10-29
0.951,2025-10-30
0.953,2025-10-31
0.958,2025-11-03
0.94,2025-11-04
0.93,2025-11-05
0.933,2025-11-06
0.913,2025-11-07
0.919,2025-11-10
0.9,2025-11-11
0.886,2025-11-12
0.897,2025-11-13
0.883,2025-11-14
0.896,2025-11-17
0.9,2025-11-18
0.888,2025-11-19
0.881,2025-11-20
0.855,2025-11-21
0.871,2025-11-24
0.877,2025-11-25
0.872,2025-11-26
0.863,2025-11-27
0.868,2025-11-28
0.871,2025-12-01
0.858,2025-12-02
0.84,2025-12-03
0.841,2025-12-04
0.873,2025-12-05
0.882,2025-12-08
0.868,2025-12-09
0.87,2025-12-10
0.851,2025-12-11
0.858,2025-12-12
0.85,2025-12-15
0.855,2025-12-16
0.867,2025-12-17
0.856,2025-12-18
0.865,2025-12-19
0.87,2025-12-22
0.858,2025-12-23
0.87,2025-12-24
0.884,2025-12-25
0.888,2025-12-26
0.896,2025-12-29
0.9,2025-12-30
0.904,2025-12-31
0.908,2026-01-05
0.949,2026-01-06
0.929,2026-01-07
0.923,2026-01-08
0.945,2026-01-09
1.016,2026-01-12
0.986,2026-01-13
1.036,2026-01-14
0.995,2026-01-15
0.97,2026-01-16
0.958,2026-01-19
0.942,2026-01-20
0.938,2026-01-21
0.942,2026-01-22
0.956,2026-01-23
