收盘,日期
1.29,2025-09-26
1.295,2025-09-29
1.31,2025-09-30
1.315,2025-10-09
1.275,2025-10-10
1.246,2025-10-13
1.212,2025-10-14
1.22,2025-10-15
1.202,2025-10-16
1.165,2025-10-17
1.183,2025-10-20
1.209,2025-10-21
1.199,2025-10-22
1.198,2025-10-23
1.21,2025-10-24
1.22,2025-10-27
1.217,2025-10-28
1.231,2025-10-29
1.208,2025-10-30
1.224,2025-10-31
1.251,2025-11-03
1.232,2025-11-04
1.22,2025-11-05
1.218,2025-11-06
1.198,2025-11-07
1.207,2025-11-10
1.196,2025-11-11
1.196,2025-11-12
1.199,2025-11-13
1.178,2025-11-14
1.172,2025-11-17
1.182,2025-11-18
1.16,2025-11-19
1.148,2025-11-20
1.139,2025-11-21
1.188,2025-11-24
1.209,2025-11-25
1.198,2025-11-26
1.179,2025-11-27
1.182,2025-11-28
1.191,2025-12-01
1.175,2025-12-02
1.151,2025-12-03
1.149,2025-12-04
1.156,2025-12-05
1.163,2025-12-08
1.149,2025-12-09
1.156,2025-12-10
1.141,2025-12-11
1.154,2025-12-12
1.137,2025-12-15
1.114,2025-12-16
1.131,2025-12-17
1.136,2025-12-18
1.152,2025-12-19
1.151,2025-12-22
1.143,2025-12-23
1.144,2025-12-24
1.148,2025-12-25
1.146,2025-12-26
1.14,2025-12-29
1.148,2025-12-30
1.173,2025-12-31
1.246,2026-01-05
1.259,2026-01-06
1.245,2026-01-07
1.264,2026-01-08
1.343,2026-01-09
1.476,2026-01-12
1.432,2026-01-13
1.47,2026-01-14
1.416,2026-01-15
1.35,2026-01-16
1.35,2026-01-19
1.345,2026-01-20
1.339,2026-01-21
1.351,2026-01-22
1.388,2026-01-23
