收盘,日期
1.256,2025-09-26
1.268,2025-09-29
1.294,2025-09-30
1.299,2025-10-09
1.252,2025-10-10
1.222,2025-10-13
1.182,2025-10-14
1.206,2025-10-15
1.193,2025-10-16
1.148,2025-10-17
1.176,2025-10-20
1.205,2025-10-21
1.178,2025-10-22
1.187,2025-10-23
1.21,2025-10-24
1.24,2025-10-27
1.22,2025-10-28
1.236,2025-10-29
1.204,2025-10-30
1.184,2025-10-31
1.182,2025-11-03
1.161,2025-11-04
1.147,2025-11-05
1.174,2025-11-06
1.152,2025-11-07
1.164,2025-11-10
1.152,2025-11-11
1.159,2025-11-12
1.17,2025-11-13
1.138,2025-11-14
1.12,2025-11-17
1.105,2025-11-18
1.094,2025-11-19
1.08,2025-11-20
1.068,2025-11-21
1.085,2025-11-24
1.094,2025-11-25
1.104,2025-11-26
1.087,2025-11-27
1.093,2025-11-28
1.099,2025-12-01
1.094,2025-12-02
1.079,2025-12-03
1.094,2025-12-04
1.106,2025-12-05
1.107,2025-12-08
1.088,2025-12-09
1.098,2025-12-10
1.087,2025-12-11
1.103,2025-12-12
1.076,2025-12-15
1.053,2025-12-16
1.062,2025-12-17
1.048,2025-12-18
1.066,2025-12-19
1.073,2025-12-22
1.064,2025-12-23
1.064,2025-12-24
1.064,2025-12-25
1.069,2025-12-26
1.057,2025-12-29
1.068,2025-12-30
1.056,2025-12-31
1.102,2026-01-05
1.119,2026-01-06
1.094,2026-01-07
1.085,2026-01-08
1.093,2026-01-09
1.129,2026-01-12
1.126,2026-01-13
1.146,2026-01-14
1.139,2026-01-15
1.136,2026-01-16
1.114,2026-01-19
1.101,2026-01-20
1.109,2026-01-21
1.113,2026-01-22
1.128,2026-01-23
