收盘,日期
1.198,2025-09-26
1.212,2025-09-29
1.223,2025-09-30
1.24,2025-10-09
1.214,2025-10-10
1.206,2025-10-13
1.188,2025-10-14
1.202,2025-10-15
1.205,2025-10-16
1.175,2025-10-17
1.181,2025-10-20
1.198,2025-10-21
1.195,2025-10-22
1.198,2025-10-23
1.214,2025-10-24
1.23,2025-10-27
1.222,2025-10-28
1.241,2025-10-29
1.233,2025-10-30
1.218,2025-10-31
1.219,2025-11-03
1.206,2025-11-04
1.208,2025-11-05
1.225,2025-11-06
1.225,2025-11-07
1.226,2025-11-10
1.218,2025-11-11
1.215,2025-11-12
1.23,2025-11-13
1.212,2025-11-14
1.207,2025-11-17
1.198,2025-11-18
1.199,2025-11-19
1.194,2025-11-20
1.161,2025-11-21
1.162,2025-11-24
1.173,2025-11-25
1.181,2025-11-26
1.18,2025-11-27
1.184,2025-11-28
1.198,2025-12-01
1.191,2025-12-02
1.186,2025-12-03
1.189,2025-12-04
1.2,2025-12-05
1.209,2025-12-08
1.204,2025-12-09
1.203,2025-12-10
1.196,2025-12-11
1.203,2025-12-12
1.196,2025-12-15
1.181,2025-12-16
1.202,2025-12-17
1.196,2025-12-18
1.201,2025-12-19
1.216,2025-12-22
1.22,2025-12-23
1.225,2025-12-24
1.228,2025-12-25
1.233,2025-12-26
1.229,2025-12-29
1.233,2025-12-30
1.233,2025-12-31
1.254,2026-01-05
1.277,2026-01-06
1.276,2026-01-07
1.27,2026-01-08
1.28,2026-01-09
1.297,2026-01-12
1.288,2026-01-13
1.284,2026-01-14
1.285,2026-01-15
1.281,2026-01-16
1.287,2026-01-19
1.279,2026-01-20
1.285,2026-01-21
1.287,2026-01-22
1.292,2026-01-23
