收盘,日期
1.265,2025-09-26
1.29,2025-09-29
1.306,2025-09-30
1.322,2025-10-09
1.288,2025-10-10
1.269,2025-10-13
1.238,2025-10-14
1.268,2025-10-15
1.27,2025-10-16
1.226,2025-10-17
1.241,2025-10-20
1.261,2025-10-21
1.254,2025-10-22
1.26,2025-10-23
1.281,2025-10-24
1.297,2025-10-27
1.292,2025-10-28
1.321,2025-10-29
1.301,2025-10-30
1.291,2025-10-31
1.291,2025-11-03
1.271,2025-11-04
1.277,2025-11-05
1.301,2025-11-06
1.29,2025-11-07
1.285,2025-11-10
1.271,2025-11-11
1.265,2025-11-12
1.281,2025-11-13
1.26,2025-11-14
1.246,2025-11-17
1.241,2025-11-18
1.241,2025-11-19
1.234,2025-11-20
1.202,2025-11-21
1.206,2025-11-24
1.224,2025-11-25
1.232,2025-11-26
1.227,2025-11-27
1.233,2025-11-28
1.242,2025-12-01
1.228,2025-12-02
1.222,2025-12-03
1.228,2025-12-04
1.244,2025-12-05
1.257,2025-12-08
1.25,2025-12-09
1.252,2025-12-10
1.235,2025-12-11
1.247,2025-12-12
1.238,2025-12-15
1.217,2025-12-16
1.245,2025-12-17
1.24,2025-12-18
1.247,2025-12-19
1.258,2025-12-22
1.259,2025-12-23
1.264,2025-12-24
1.271,2025-12-25
1.28,2025-12-26
1.274,2025-12-29
1.28,2025-12-30
1.273,2025-12-31
1.303,2026-01-05
1.332,2026-01-06
1.333,2026-01-07
1.323,2026-01-08
1.328,2026-01-09
1.341,2026-01-12
1.336,2026-01-13
1.358,2026-01-14
1.336,2026-01-15
1.349,2026-01-16
1.346,2026-01-19
1.334,2026-01-20
1.344,2026-01-21
1.34,2026-01-22
1.337,2026-01-23
