收盘,日期
0.588,2025-09-26
0.59,2025-09-29
0.6,2025-09-30
0.603,2025-10-09
0.598,2025-10-10
0.589,2025-10-13
0.585,2025-10-14
0.591,2025-10-15
0.591,2025-10-16
0.577,2025-10-17
0.579,2025-10-20
0.584,2025-10-21
0.58,2025-10-22
0.579,2025-10-23
0.581,2025-10-24
0.582,2025-10-27
0.582,2025-10-28
0.581,2025-10-29
0.57,2025-10-30
0.577,2025-10-31
0.575,2025-11-03
0.568,2025-11-04
0.571,2025-11-05
0.57,2025-11-06
0.57,2025-11-07
0.581,2025-11-10
0.58,2025-11-11
0.583,2025-11-12
0.584,2025-11-13
0.58,2025-11-14
0.571,2025-11-17
0.568,2025-11-18
0.564,2025-11-19
0.557,2025-11-20
0.546,2025-11-21
0.548,2025-11-24
0.551,2025-11-25
0.551,2025-11-26
0.551,2025-11-27
0.556,2025-11-28
0.557,2025-12-01
0.551,2025-12-02
0.548,2025-12-03
0.547,2025-12-04
0.551,2025-12-05
0.55,2025-12-08
0.544,2025-12-09
0.543,2025-12-10
0.538,2025-12-11
0.541,2025-12-12
0.539,2025-12-15
0.535,2025-12-16
0.539,2025-12-17
0.545,2025-12-18
0.547,2025-12-19
0.545,2025-12-22
0.541,2025-12-23
0.543,2025-12-24
0.55,2025-12-25
0.547,2025-12-26
0.543,2025-12-29
0.54,2025-12-30
0.535,2025-12-31
0.566,2026-01-05
0.57,2026-01-06
0.566,2026-01-07
0.576,2026-01-08
0.585,2026-01-09
0.596,2026-01-12
0.601,2026-01-13
0.607,2026-01-14
0.594,2026-01-15
0.583,2026-01-16
0.581,2026-01-19
0.573,2026-01-20
0.576,2026-01-21
0.574,2026-01-22
0.583,2026-01-23
