收盘,日期
1.261,2025-09-26
1.269,2025-09-29
1.293,2025-09-30
1.326,2025-10-09
1.284,2025-10-10
1.283,2025-10-13
1.251,2025-10-14
1.268,2025-10-15
1.255,2025-10-16
1.21,2025-10-17
1.219,2025-10-20
1.239,2025-10-21
1.241,2025-10-22
1.233,2025-10-23
1.268,2025-10-24
1.283,2025-10-27
1.277,2025-10-28
1.295,2025-10-29
1.276,2025-10-30
1.247,2025-10-31
1.234,2025-11-03
1.223,2025-11-04
1.236,2025-11-05
1.262,2025-11-06
1.242,2025-11-07
1.242,2025-11-10
1.231,2025-11-11
1.22,2025-11-12
1.232,2025-11-13
1.213,2025-11-14
1.198,2025-11-17
1.193,2025-11-18
1.181,2025-11-19
1.176,2025-11-20
1.141,2025-11-21
1.149,2025-11-24
1.155,2025-11-25
1.157,2025-11-26
1.154,2025-11-27
1.166,2025-11-28
1.175,2025-12-01
1.163,2025-12-02
1.163,2025-12-03
1.169,2025-12-04
1.176,2025-12-05
1.192,2025-12-08
1.188,2025-12-09
1.187,2025-12-10
1.17,2025-12-11
1.187,2025-12-12
1.179,2025-12-15
1.16,2025-12-16
1.178,2025-12-17
1.176,2025-12-18
1.179,2025-12-19
1.191,2025-12-22
1.191,2025-12-23
1.209,2025-12-24
1.215,2025-12-25
1.213,2025-12-26
1.207,2025-12-29
1.208,2025-12-30
1.208,2025-12-31
1.245,2026-01-05
1.265,2026-01-06
1.278,2026-01-07
1.283,2026-01-08
1.297,2026-01-09
1.326,2026-01-12
1.295,2026-01-13
1.306,2026-01-14
1.31,2026-01-15
1.335,2026-01-16
1.345,2026-01-19
1.328,2026-01-20
1.351,2026-01-21
1.354,2026-01-22
1.382,2026-01-23
