收盘,日期
0.976,2025-10-22
0.971,2025-10-23
1.008,2025-10-24
1.024,2025-10-27
1.026,2025-10-28
1.038,2025-10-29
1.03,2025-10-30
1.013,2025-10-31
1.02,2025-11-03
1.0,2025-11-04
0.995,2025-11-05
1.0,2025-11-06
1.007,2025-11-07
1.019,2025-11-10
1.006,2025-11-11
1.012,2025-11-12
1.014,2025-11-13
0.998,2025-11-14
1.002,2025-11-17
0.986,2025-11-18
0.984,2025-11-19
0.979,2025-11-20
0.952,2025-11-21
0.988,2025-11-24
1.0,2025-11-25
0.987,2025-11-26
0.987,2025-11-27
1.005,2025-11-28
1.024,2025-12-01
1.019,2025-12-02
1.005,2025-12-03
1.028,2025-12-04
1.059,2025-12-05
1.073,2025-12-08
1.07,2025-12-09
1.085,2025-12-10
1.1,2025-12-11
1.118,2025-12-12
1.14,2025-12-15
1.147,2025-12-16
1.138,2025-12-17
1.18,2025-12-18
1.19,2025-12-19
1.209,2025-12-22
1.156,2025-12-23
1.218,2025-12-24
1.29,2025-12-25
1.334,2025-12-26
1.36,2025-12-29
1.35,2025-12-30
1.445,2025-12-31
1.491,2026-01-05
1.607,2026-01-06
1.584,2026-01-07
1.67,2026-01-08
1.769,2026-01-09
1.946,2026-01-12
1.824,2026-01-13
1.844,2026-01-14
1.677,2026-01-15
1.691,2026-01-16
1.704,2026-01-19
1.626,2026-01-20
1.612,2026-01-21
1.671,2026-01-22
1.833,2026-01-23
