收盘,日期
100.009,2025-09-26
100.035,2025-09-29
100.09,2025-09-30
100.0,2025-10-09
100.008,2025-10-10
100.009,2025-10-13
100.009,2025-10-14
100.005,2025-10-15
100.45,2025-10-16
100.076,2025-10-17
100.015,2025-10-20
100.007,2025-10-21
100.002,2025-10-22
100.0,2025-10-23
100.006,2025-10-24
100.001,2025-10-27
100.002,2025-10-28
100.001,2025-10-29
100.002,2025-10-30
100.006,2025-10-31
100.003,2025-11-03
100.002,2025-11-04
100.0,2025-11-05
99.999,2025-11-06
100.006,2025-11-07
100.001,2025-11-10
100.002,2025-11-12
100.002,2025-11-13
100.009,2025-11-14
100.0,2025-11-18
100.007,2025-11-19
100.01,2025-11-20
100.01,2025-11-21
100.014,2025-11-24
100.003,2025-11-25
100.005,2025-11-26
100.002,2025-11-27
100.002,2025-11-28
100.001,2025-12-01
100.0,2025-12-02
100.001,2025-12-03
99.999,2025-12-04
100.003,2025-12-05
100.0,2025-12-08
100.0,2025-12-09
100.002,2025-12-10
99.999,2025-12-11
100.001,2025-12-12
100.0,2025-12-15
100.021,2025-12-16
100.003,2025-12-17
100.002,2025-12-18
100.004,2025-12-22
100.006,2025-12-23
100.0,2025-12-24
100.002,2025-12-25
100.032,2025-12-26
100.022,2025-12-29
100.081,2025-12-30
100.023,2025-12-31
99.996,2026-01-05
99.996,2026-01-06
99.997,2026-01-07
100.001,2026-01-08
100.002,2026-01-09
99.996,2026-01-12
99.998,2026-01-13
99.997,2026-01-14
100.009,2026-01-15
100.008,2026-01-16
100.0,2026-01-19
100.0,2026-01-20
99.998,2026-01-21
100.0,2026-01-22
100.003,2026-01-23
