收盘,日期
1.827,2025-09-26
1.864,2025-09-29
1.872,2025-09-30
1.899,2025-10-09
1.845,2025-10-10
1.828,2025-10-13
1.782,2025-10-14
1.811,2025-10-15
1.805,2025-10-16
1.757,2025-10-17
1.776,2025-10-20
1.81,2025-10-21
1.797,2025-10-22
1.804,2025-10-23
1.836,2025-10-24
1.863,2025-10-27
1.86,2025-10-28
1.895,2025-10-29
1.873,2025-10-30
1.85,2025-10-31
1.85,2025-11-03
1.823,2025-11-04
1.824,2025-11-05
1.858,2025-11-06
1.849,2025-11-07
1.85,2025-11-10
1.831,2025-11-11
1.826,2025-11-12
1.857,2025-11-13
1.822,2025-11-14
1.813,2025-11-17
1.801,2025-11-18
1.801,2025-11-19
1.79,2025-11-20
1.731,2025-11-21
1.745,2025-11-24
1.757,2025-11-25
1.785,2025-11-26
1.771,2025-11-27
1.784,2025-11-28
1.808,2025-12-01
1.81,2025-12-02
1.789,2025-12-03
1.794,2025-12-04
1.812,2025-12-05
1.839,2025-12-08
1.83,2025-12-09
1.837,2025-12-10
1.817,2025-12-11
1.826,2025-12-12
1.811,2025-12-15
1.782,2025-12-16
1.825,2025-12-17
1.801,2025-12-18
1.81,2025-12-19
1.836,2025-12-22
1.843,2025-12-23
1.853,2025-12-24
1.858,2025-12-25
1.865,2025-12-26
1.861,2025-12-29
1.868,2025-12-30
1.854,2025-12-31
1.891,2026-01-05
1.916,2026-01-06
1.918,2026-01-07
1.903,2026-01-08
1.929,2026-01-09
1.953,2026-01-12
1.932,2026-01-13
1.937,2026-01-14
1.95,2026-01-15
1.946,2026-01-16
1.948,2026-01-19
1.93,2026-01-20
1.943,2026-01-21
1.946,2026-01-22
1.961,2026-01-23
