开盘,收盘,日期
0.697,0.685,2022-09-26
0.681,0.698,2022-09-27
0.695,0.684,2022-09-28
0.69,0.681,2022-09-29
0.681,0.676,2022-09-30
0.682,0.657,2022-10-10
0.657,0.653,2022-10-11
0.65,0.691,2022-10-12
0.705,0.7,2022-10-13
0.7,0.717,2022-10-14
0.714,0.729,2022-10-17
0.736,0.724,2022-10-18
0.724,0.72,2022-10-19
0.721,0.73,2022-10-20
0.73,0.735,2022-10-21
0.734,0.734,2022-10-24
0.729,0.722,2022-10-25
0.724,0.759,2022-10-26
0.761,0.784,2022-10-27
0.772,0.774,2022-10-28
0.766,0.803,2022-10-31
0.8,0.815,2022-11-01
0.807,0.817,2022-11-02
0.827,0.793,2022-11-03
0.789,0.808,2022-11-04
0.807,0.806,2022-11-07
0.806,0.813,2022-11-08
0.819,0.802,2022-11-09
0.8,0.802,2022-11-10
0.813,0.804,2022-11-11
0.804,0.812,2022-11-14
0.812,0.83,2022-11-15
0.83,0.83,2022-11-16
0.85,0.85,2022-11-17
0.846,0.84,2022-11-18
0.838,0.833,2022-11-21
0.83,0.821,2022-11-22
0.818,0.812,2022-11-23
0.817,0.8,2022-11-24
0.796,0.792,2022-11-25
0.786,0.786,2022-11-28
0.789,0.799,2022-11-29
0.799,0.794,2022-11-30
0.805,0.817,2022-12-01
0.814,0.818,2022-12-02
0.822,0.833,2022-12-05
0.838,0.828,2022-12-06
0.828,0.82,2022-12-07
0.817,0.809,2022-12-08
0.808,0.808,2022-12-09
0.808,0.824,2022-12-12
0.824,0.803,2022-12-13
0.807,0.804,2022-12-14
0.809,0.815,2022-12-15
0.815,0.799,2022-12-16
0.795,0.786,2022-12-19
0.786,0.765,2022-12-20
0.766,0.761,2022-12-21
0.763,0.766,2022-12-22
0.76,0.781,2022-12-23
0.782,0.789,2022-12-26
0.79,0.792,2022-12-27
0.791,0.784,2022-12-28
0.78,0.795,2022-12-29
0.795,0.802,2022-12-30
0.802,0.845,2023-01-03
0.847,0.858,2023-01-04
0.859,0.859,2023-01-05
0.86,0.851,2023-01-06
0.855,0.85,2023-01-09
0.85,0.847,2023-01-10
0.845,0.832,2023-01-11
0.831,0.839,2023-01-12
0.839,0.837,2023-01-13
0.85,0.859,2023-01-16
0.862,0.858,2023-01-17
0.858,0.876,2023-01-18
0.876,0.902,2023-01-19
0.902,0.906,2023-01-20
0.924,0.924,2023-01-30
0.921,0.903,2023-01-31
0.901,0.929,2023-02-01
0.931,0.925,2023-02-02
0.925,0.949,2023-02-03
0.946,0.957,2023-02-06
0.957,0.96,2023-02-07
0.963,0.943,2023-02-08
0.936,0.969,2023-02-09
0.966,0.955,2023-02-10
0.953,0.973,2023-02-13
0.973,0.965,2023-02-14
0.968,1.003,2023-02-15
1.001,0.989,2023-02-16
0.985,0.938,2023-02-17
0.933,0.972,2023-02-20
0.968,0.966,2023-02-21
0.958,0.973,2023-02-22
0.972,0.95,2023-02-23
0.95,0.961,2023-02-24
0.952,0.952,2023-02-27
0.969,0.976,2023-02-28
0.967,1.018,2023-03-01
1.013,1.024,2023-03-02
1.022,1.003,2023-03-03
1.003,1.0,2023-03-06
1.001,0.975,2023-03-07
0.975,0.991,2023-03-08
0.99,0.999,2023-03-09
0.989,0.99,2023-03-10
0.984,1.035,2023-03-13
1.031,1.02,2023-03-14
1.027,1.0,2023-03-15
0.992,0.993,2023-03-16
1.002,1.039,2023-03-17
1.042,1.019,2023-03-20
1.019,1.036,2023-03-21
1.027,1.051,2023-03-22
1.045,1.096,2023-03-23
1.093,1.129,2023-03-24
1.127,1.154,2023-03-27
1.148,1.141,2023-03-28
1.135,1.154,2023-03-29
1.151,1.128,2023-03-30
1.12,1.189,2023-03-31
1.199,1.275,2023-04-03
1.276,1.267,2023-04-04
1.231,1.241,2023-04-06
1.24,1.265,2023-04-07
1.263,1.177,2023-04-10
1.172,1.204,2023-04-11
1.196,1.233,2023-04-12
1.22,1.19,2023-04-13
1.189,1.196,2023-04-14
1.192,1.184,2023-04-17
1.175,1.215,2023-04-18
1.2,1.217,2023-04-19
1.218,1.268,2023-04-20
1.262,1.196,2023-04-21
1.185,1.198,2023-04-24
1.189,1.192,2023-04-25
1.183,1.136,2023-04-26
1.114,1.1,2023-04-27
1.096,1.157,2023-04-28
1.148,1.129,2023-05-04
1.126,1.116,2023-05-05
1.118,1.151,2023-05-08
1.147,1.141,2023-05-09
1.137,1.124,2023-05-10
1.125,1.098,2023-05-11
1.093,1.094,2023-05-12
1.093,1.097,2023-05-15
1.096,1.056,2023-05-16
1.046,1.068,2023-05-17
1.072,1.121,2023-05-18
1.119,1.107,2023-05-19
1.103,1.09,2023-05-22
1.088,1.071,2023-05-23
1.063,1.068,2023-05-24
1.077,1.072,2023-05-25
1.072,1.096,2023-05-26
1.105,1.1,2023-05-29
1.096,1.15,2023-05-30
1.151,1.166,2023-05-31
1.154,1.19,2023-06-01
1.192,1.191,2023-06-02
1.19,1.198,2023-06-05
1.197,1.162,2023-06-06
1.16,1.175,2023-06-07
1.16,1.163,2023-06-08
1.161,1.207,2023-06-09
1.207,1.211,2023-06-12
1.203,1.245,2023-06-13
1.248,1.261,2023-06-14
1.261,1.245,2023-06-15
1.237,1.301,2023-06-16
1.301,1.343,2023-06-19
1.339,1.39,2023-06-20
1.37,1.322,2023-06-21
1.29,1.238,2023-06-26
1.234,1.243,2023-06-27
1.226,1.193,2023-06-28
1.191,1.2,2023-06-29
1.195,1.206,2023-06-30
1.2,1.194,2023-07-03
1.183,1.2,2023-07-04
1.2,1.172,2023-07-05
1.161,1.181,2023-07-06
1.181,1.164,2023-07-07
1.162,1.154,2023-07-10
1.149,1.162,2023-07-11
1.154,1.12,2023-07-12
1.121,1.137,2023-07-13
1.14,1.168,2023-07-14
1.167,1.173,2023-07-17
1.169,1.151,2023-07-18
1.155,1.149,2023-07-19
1.144,1.099,2023-07-20
1.094,1.093,2023-07-21
1.086,1.099,2023-07-24
1.116,1.121,2023-07-25
1.115,1.095,2023-07-26
1.094,1.082,2023-07-27
1.077,1.1,2023-07-28
1.093,1.108,2023-07-31
1.1,1.117,2023-08-01
1.111,1.12,2023-08-02
1.112,1.117,2023-08-03
1.119,1.147,2023-08-04
1.153,1.149,2023-08-07
1.146,1.133,2023-08-08
1.125,1.11,2023-08-09
1.105,1.104,2023-08-10
1.104,1.078,2023-08-11
1.067,1.106,2023-08-14
1.105,1.088,2023-08-15
1.081,1.045,2023-08-16
1.04,1.056,2023-08-17
1.054,1.02,2023-08-18
1.016,1.02,2023-08-21
1.034,1.05,2023-08-22
1.044,1.009,2023-08-23
1.02,1.007,2023-08-24
0.992,0.953,2023-08-25
1.003,0.962,2023-08-28
0.962,1.001,2023-08-29
1.002,1.026,2023-08-30
1.024,1.025,2023-08-31
1.025,1.013,2023-09-01
1.021,1.03,2023-09-04
1.026,1.012,2023-09-05
1.008,1.011,2023-09-06
1.006,0.991,2023-09-07
0.982,0.984,2023-09-08
0.98,1.007,2023-09-11
1.004,1.006,2023-09-12
0.998,0.976,2023-09-13
0.977,0.969,2023-09-14
0.971,0.956,2023-09-15
0.95,0.95,2023-09-18
0.949,0.933,2023-09-19
0.932,0.934,2023-09-20
0.924,0.933,2023-09-21
0.931,0.976,2023-09-22
0.977,0.96,2023-09-25
0.956,0.971,2023-09-26
0.963,0.969,2023-09-27
0.971,0.974,2023-09-28
0.975,0.975,2023-10-09
0.975,0.978,2023-10-10
0.976,0.996,2023-10-11
0.999,0.986,2023-10-12
0.976,0.965,2023-10-13
0.961,0.952,2023-10-16
0.953,0.95,2023-10-17
0.938,0.929,2023-10-18
0.92,0.916,2023-10-19
0.91,0.887,2023-10-20
0.887,0.866,2023-10-23
0.874,0.868,2023-10-24
0.87,0.869,2023-10-25
0.862,0.878,2023-10-26
0.871,0.874,2023-10-27
0.868,0.887,2023-10-30
0.886,0.877,2023-10-31
0.879,0.871,2023-11-01
0.872,0.861,2023-11-02
0.864,0.885,2023-11-03
0.889,0.912,2023-11-06
0.918,0.936,2023-11-07
0.934,0.942,2023-11-08
0.943,0.948,2023-11-09
0.94,0.935,2023-11-10
0.944,0.963,2023-11-13
0.964,0.971,2023-11-14
0.989,0.965,2023-11-15
0.961,0.958,2023-11-16
0.952,0.967,2023-11-17
0.962,0.977,2023-11-20
0.98,0.961,2023-11-21
0.956,0.944,2023-11-22
0.94,0.953,2023-11-23
0.954,0.923,2023-11-24
0.917,0.926,2023-11-27
0.92,0.924,2023-11-28
0.92,0.914,2023-11-29
0.907,0.909,2023-11-30
0.909,0.943,2023-12-01
0.94,0.949,2023-12-04
0.942,0.912,2023-12-05
0.908,0.917,2023-12-06
0.915,0.934,2023-12-07
0.935,0.97,2023-12-08
0.961,0.986,2023-12-11
0.983,0.978,2023-12-12
0.978,0.964,2023-12-13
0.968,0.958,2023-12-14
0.961,0.945,2023-12-15
0.938,0.932,2023-12-18
0.929,0.94,2023-12-19
0.942,0.905,2023-12-20
0.897,0.919,2023-12-21
0.913,0.893,2023-12-22
0.889,0.894,2023-12-25
0.89,0.873,2023-12-26
0.875,0.879,2023-12-27
0.874,0.902,2023-12-28
0.901,0.915,2023-12-29
0.914,0.895,2024-01-02
0.89,0.871,2024-01-03
0.871,0.863,2024-01-04
0.864,0.842,2024-01-05
0.841,0.817,2024-01-08
0.823,0.814,2024-01-09
0.811,0.8,2024-01-10
0.799,0.825,2024-01-11
0.822,0.807,2024-01-12
0.801,0.8,2024-01-15
0.798,0.796,2024-01-16
0.797,0.78,2024-01-17
0.774,0.802,2024-01-18
0.8,0.787,2024-01-19
0.791,0.76,2024-01-22
0.754,0.786,2024-01-23
0.787,0.791,2024-01-24
0.79,0.816,2024-01-25
0.814,0.802,2024-01-26
0.798,0.768,2024-01-29
0.762,0.754,2024-01-30
