收盘,日期
1.495,2025-09-26
1.512,2025-09-29
1.54,2025-09-30
1.576,2025-10-09
1.484,2025-10-10
1.522,2025-10-13
1.458,2025-10-14
1.47,2025-10-15
1.464,2025-10-16
1.41,2025-10-17
1.408,2025-10-20
1.447,2025-10-21
1.448,2025-10-22
1.442,2025-10-23
1.5,2025-10-24
1.521,2025-10-27
1.515,2025-10-28
1.537,2025-10-29
1.511,2025-10-30
1.477,2025-10-31
1.462,2025-11-03
1.445,2025-11-04
1.449,2025-11-05
1.497,2025-11-06
1.472,2025-11-07
1.464,2025-11-10
1.444,2025-11-11
1.437,2025-11-12
1.455,2025-11-13
1.428,2025-11-14
1.413,2025-11-17
1.417,2025-11-18
1.4,2025-11-19
1.385,2025-11-20
1.343,2025-11-21
1.349,2025-11-24
1.355,2025-11-25
1.371,2025-11-26
1.368,2025-11-27
1.382,2025-11-28
1.394,2025-12-01
1.378,2025-12-02
1.366,2025-12-03
1.383,2025-12-04
1.393,2025-12-05
1.418,2025-12-08
1.416,2025-12-09
1.413,2025-12-10
1.396,2025-12-11
1.415,2025-12-12
1.387,2025-12-15
1.365,2025-12-16
1.4,2025-12-17
1.38,2025-12-18
1.382,2025-12-19
1.409,2025-12-22
1.413,2025-12-23
1.426,2025-12-24
1.427,2025-12-25
1.425,2025-12-26
1.423,2025-12-29
1.44,2025-12-30
1.429,2025-12-31
1.486,2026-01-05
1.506,2026-01-06
1.519,2026-01-07
1.532,2026-01-08
1.553,2026-01-09
1.586,2026-01-12
1.566,2026-01-13
1.573,2026-01-14
1.568,2026-01-15
1.61,2026-01-16
1.589,2026-01-19
1.569,2026-01-20
1.62,2026-01-21
1.627,2026-01-22
1.641,2026-01-23
