开盘,收盘,日期
0.9847566,0.9847566,2020-01-02
0.986,0.986,2020-01-06
0.984,0.984,2020-01-07
0.998,0.997,2020-01-08
1.02,0.993,2020-01-10
0.987,0.987,2020-01-20
0.984,0.984,2020-01-21
0.986,0.986,2020-01-22
0.988,0.988,2020-02-05
0.996,0.996,2020-02-17
0.999,0.994,2020-02-19
1.015,1.016,2020-02-26
0.993,0.993,2020-03-03
0.994,0.999,2020-03-04
1.019,1.0,2020-03-05
0.996,1.063,2020-03-10
1.067,1.067,2020-03-11
0.994,0.994,2020-03-12
1.003,1.003,2020-03-24
1.004,1.004,2020-04-03
1.008,1.01,2020-04-07
0.944,1.01,2020-04-08
0.998,1.005,2020-04-09
1.01,1.01,2020-04-10
1.009,1.009,2020-04-23
1.01,1.01,2020-04-24
1.01,1.01,2020-04-27
1.011,1.01,2020-04-28
1.01,1.01,2020-04-29
