收盘,日期
2.091,2025-09-26
2.119,2025-09-29
2.136,2025-09-30
2.172,2025-10-09
2.137,2025-10-10
2.128,2025-10-13
2.079,2025-10-14
2.101,2025-10-15
2.078,2025-10-16
2.034,2025-10-17
2.033,2025-10-20
2.068,2025-10-21
2.057,2025-10-22
2.058,2025-10-23
2.091,2025-10-24
2.127,2025-10-27
2.116,2025-10-28
2.155,2025-10-29
2.134,2025-10-30
2.125,2025-10-31
2.119,2025-11-03
2.083,2025-11-04
2.084,2025-11-05
2.119,2025-11-06
2.116,2025-11-07
2.118,2025-11-10
2.102,2025-11-11
2.091,2025-11-12
2.12,2025-11-13
2.093,2025-11-14
2.088,2025-11-17
2.07,2025-11-18
2.059,2025-11-19
2.045,2025-11-20
1.978,2025-11-21
1.985,2025-11-24
2.007,2025-11-25
2.01,2025-11-26
2.007,2025-11-27
2.028,2025-11-28
2.054,2025-12-01
2.037,2025-12-02
2.026,2025-12-03
2.029,2025-12-04
2.052,2025-12-05
2.078,2025-12-08
2.065,2025-12-09
2.072,2025-12-10
2.057,2025-12-11
2.08,2025-12-12
2.071,2025-12-15
2.039,2025-12-16
2.078,2025-12-17
2.07,2025-12-18
2.092,2025-12-19
2.113,2025-12-22
2.114,2025-12-23
2.145,2025-12-24
2.159,2025-12-25
2.173,2025-12-26
2.164,2025-12-29
2.172,2025-12-30
2.175,2025-12-31
2.235,2026-01-05
2.282,2026-01-06
2.297,2026-01-07
2.303,2026-01-08
2.357,2026-01-09
2.412,2026-01-12
2.38,2026-01-13
2.398,2026-01-14
2.405,2026-01-15
2.41,2026-01-16
2.419,2026-01-19
2.405,2026-01-20
2.435,2026-01-21
2.452,2026-01-22
2.516,2026-01-23
