收盘,日期
0.597,2025-09-26
0.612,2025-09-29
0.618,2025-09-30
0.635,2025-10-09
0.608,2025-10-10
0.6,2025-10-13
0.604,2025-10-14
0.622,2025-10-15
0.626,2025-10-16
0.591,2025-10-17
0.591,2025-10-20
0.599,2025-10-21
0.589,2025-10-22
0.592,2025-10-23
0.603,2025-10-24
0.609,2025-10-27
0.606,2025-10-28
0.656,2025-10-29
0.654,2025-10-30
0.644,2025-10-31
0.668,2025-11-03
0.653,2025-11-04
0.681,2025-11-05
0.689,2025-11-06
0.701,2025-11-07
0.703,2025-11-10
0.7,2025-11-11
0.672,2025-11-12
0.685,2025-11-13
0.678,2025-11-14
0.668,2025-11-17
0.65,2025-11-18
0.651,2025-11-19
0.639,2025-11-20
0.602,2025-11-21
0.602,2025-11-24
0.614,2025-11-25
0.619,2025-11-26
0.616,2025-11-27
0.622,2025-11-28
0.622,2025-12-01
0.612,2025-12-02
0.609,2025-12-03
0.608,2025-12-04
0.62,2025-12-05
0.628,2025-12-08
0.63,2025-12-09
0.622,2025-12-10
0.616,2025-12-11
0.626,2025-12-12
0.622,2025-12-15
0.603,2025-12-16
0.615,2025-12-17
0.604,2025-12-18
0.61,2025-12-19
0.615,2025-12-22
0.616,2025-12-23
0.629,2025-12-24
0.631,2025-12-25
0.643,2025-12-26
0.64,2025-12-29
0.634,2025-12-30
0.626,2025-12-31
0.636,2026-01-05
0.657,2026-01-06
0.657,2026-01-07
0.666,2026-01-08
0.665,2026-01-09
0.675,2026-01-12
0.673,2026-01-13
0.677,2026-01-14
0.68,2026-01-15
0.688,2026-01-16
0.702,2026-01-19
0.682,2026-01-20
0.681,2026-01-21
0.691,2026-01-22
0.756,2026-01-23
