收盘,日期
1.216,2025-09-26
1.228,2025-09-29
1.244,2025-09-30
1.265,2025-10-09
1.239,2025-10-10
1.237,2025-10-13
1.208,2025-10-14
1.227,2025-10-15
1.211,2025-10-16
1.184,2025-10-17
1.19,2025-10-20
1.212,2025-10-21
1.205,2025-10-22
1.208,2025-10-23
1.225,2025-10-24
1.244,2025-10-27
1.243,2025-10-28
1.267,2025-10-29
1.247,2025-10-30
1.239,2025-10-31
1.23,2025-11-03
1.211,2025-11-04
1.214,2025-11-05
1.231,2025-11-06
1.231,2025-11-07
1.232,2025-11-10
1.222,2025-11-11
1.215,2025-11-12
1.231,2025-11-13
1.214,2025-11-14
1.212,2025-11-17
1.195,2025-11-18
1.191,2025-11-19
1.184,2025-11-20
1.148,2025-11-21
1.149,2025-11-24
1.165,2025-11-25
1.165,2025-11-26
1.165,2025-11-27
1.175,2025-11-28
1.189,2025-12-01
1.182,2025-12-02
1.18,2025-12-03
1.18,2025-12-04
1.192,2025-12-05
1.202,2025-12-08
1.196,2025-12-09
1.196,2025-12-10
1.188,2025-12-11
1.201,2025-12-12
1.192,2025-12-15
1.174,2025-12-16
1.2,2025-12-17
1.192,2025-12-18
1.201,2025-12-19
1.218,2025-12-22
1.222,2025-12-23
1.237,2025-12-24
1.243,2025-12-25
1.249,2025-12-26
1.246,2025-12-29
1.251,2025-12-30
1.249,2025-12-31
1.279,2026-01-05
1.3,2026-01-06
1.307,2026-01-07
1.306,2026-01-08
1.332,2026-01-09
1.357,2026-01-12
1.342,2026-01-13
1.345,2026-01-14
1.345,2026-01-15
1.359,2026-01-16
1.363,2026-01-19
1.366,2026-01-20
1.388,2026-01-21
1.391,2026-01-22
1.417,2026-01-23
