收盘,日期
100.154,2025-09-26
100.206,2025-09-29
100.39,2025-09-30
100.258,2025-10-09
100.332,2025-10-10
100.344,2025-10-13
100.41,2025-10-14
100.368,2025-10-15
100.435,2025-10-16
100.626,2025-10-17
100.645,2025-10-20
100.62,2025-10-21
100.635,2025-10-22
100.698,2025-10-23
100.706,2025-10-24
100.73,2025-10-27
100.89,2025-10-28
101.0,2025-10-29
101.0,2025-10-30
101.155,2025-10-31
101.16,2025-11-03
101.133,2025-11-04
101.167,2025-11-05
101.073,2025-11-06
101.025,2025-11-07
101.013,2025-11-10
101.005,2025-11-11
101.001,2025-11-12
101.0,2025-11-13
101.004,2025-11-14
101.065,2025-11-17
101.1,2025-11-18
101.11,2025-11-19
101.16,2025-11-20
101.139,2025-11-21
101.109,2025-11-24
101.071,2025-11-25
100.9,2025-11-26
100.967,2025-11-27
101.016,2025-11-28
101.057,2025-12-01
101.024,2025-12-02
100.979,2025-12-03
100.798,2025-12-04
100.866,2025-12-05
100.799,2025-12-08
100.769,2025-12-09
100.809,2025-12-10
100.89,2025-12-11
100.882,2025-12-12
100.811,2025-12-15
100.815,2025-12-16
100.826,2025-12-17
100.849,2025-12-18
100.869,2025-12-19
100.857,2025-12-22
100.952,2025-12-23
100.99,2025-12-24
101.045,2025-12-25
101.107,2025-12-26
101.014,2025-12-29
100.957,2025-12-30
100.981,2025-12-31
100.925,2026-01-05
100.906,2026-01-06
100.942,2026-01-07
100.965,2026-01-08
101.089,2026-01-09
101.0,2026-01-12
101.082,2026-01-13
101.115,2026-01-14
101.19,2026-01-15
101.268,2026-01-16
101.235,2026-01-19
101.22,2026-01-20
101.21,2026-01-21
101.215,2026-01-22
101.33,2026-01-23
