开盘,收盘,日期
0.995,0.99,2020-05-15
0.991,0.992,2020-05-18
1.0,1.0,2020-05-19
1.0,0.996,2020-05-20
0.994,0.988,2020-05-21
0.988,0.97,2020-05-22
0.963,0.967,2020-05-25
0.966,0.981,2020-05-26
0.978,0.974,2020-05-27
0.975,0.974,2020-05-28
0.977,0.976,2020-05-29
0.984,1.004,2020-06-01
1.005,1.01,2020-06-02
1.008,1.008,2020-06-03
1.007,1.008,2020-06-04
1.008,1.013,2020-06-05
1.018,1.02,2020-06-08
1.015,1.022,2020-06-09
1.019,1.022,2020-06-10
1.02,1.013,2020-06-11
1.01,1.014,2020-06-12
1.008,1.006,2020-06-15
1.006,1.02,2020-06-16
1.021,1.024,2020-06-17
1.02,1.028,2020-06-18
1.029,1.041,2020-06-19
1.041,1.043,2020-06-22
1.043,1.045,2020-06-23
1.045,1.048,2020-06-24
1.049,1.043,2020-06-29
1.044,1.058,2020-06-30
1.06,1.072,2020-07-01
1.073,1.094,2020-07-02
1.096,1.11,2020-07-03
1.112,1.157,2020-07-06
1.167,1.172,2020-07-07
1.172,1.204,2020-07-08
1.203,1.217,2020-07-09
1.217,1.195,2020-07-10
1.194,1.228,2020-07-13
1.228,1.219,2020-07-14
1.209,1.195,2020-07-15
1.185,1.139,2020-07-16
1.138,1.152,2020-07-17
1.152,1.183,2020-07-20
1.191,1.185,2020-07-21
1.183,1.189,2020-07-22
1.181,1.194,2020-07-23
1.187,1.139,2020-07-24
1.15,1.15,2020-07-27
1.155,1.156,2020-07-28
1.157,1.188,2020-07-29
1.198,1.183,2020-07-30
1.183,1.199,2020-07-31
1.205,1.214,2020-08-03
1.213,1.217,2020-08-04
1.193,1.226,2020-08-05
1.229,1.224,2020-08-06
1.249,1.203,2020-08-07
1.203,1.204,2020-08-10
1.2,1.197,2020-08-11
1.19,1.178,2020-08-12
1.177,1.181,2020-08-13
1.181,1.196,2020-08-14
1.203,1.22,2020-08-17
1.218,1.22,2020-08-18
1.22,1.208,2020-08-19
1.191,1.193,2020-08-20
1.201,1.19,2020-08-21
1.225,1.206,2020-08-24
1.212,1.204,2020-08-25
1.205,1.191,2020-08-26
1.192,1.19,2020-08-27
1.195,1.187,2020-08-28
1.202,1.213,2020-08-31
1.216,1.219,2020-09-01
1.219,1.22,2020-09-02
1.22,1.22,2020-09-03
1.196,1.211,2020-09-04
1.205,1.185,2020-09-07
1.153,1.188,2020-09-08
1.165,1.152,2020-09-09
1.154,1.139,2020-09-10
1.136,1.145,2020-09-11
1.145,1.151,2020-09-14
1.15,1.162,2020-09-15
