收盘,日期
1.296,2025-09-26
1.314,2025-09-29
1.331,2025-09-30
1.374,2025-10-09
1.31,2025-10-10
1.311,2025-10-13
1.261,2025-10-14
1.283,2025-10-15
1.27,2025-10-16
1.224,2025-10-17
1.229,2025-10-20
1.25,2025-10-21
1.241,2025-10-22
1.248,2025-10-23
1.273,2025-10-24
1.296,2025-10-27
1.297,2025-10-28
1.314,2025-10-29
1.299,2025-10-30
1.299,2025-10-31
1.306,2025-11-03
1.281,2025-11-04
1.266,2025-11-05
1.287,2025-11-06
1.262,2025-11-07
1.264,2025-11-10
1.242,2025-11-11
1.226,2025-11-12
1.245,2025-11-13
1.212,2025-11-14
1.221,2025-11-17
1.23,2025-11-18
1.217,2025-11-19
1.201,2025-11-20
1.164,2025-11-21
1.19,2025-11-24
1.198,2025-11-25
1.198,2025-11-26
1.188,2025-11-27
1.194,2025-11-28
1.211,2025-12-01
1.192,2025-12-02
1.173,2025-12-03
1.177,2025-12-04
1.188,2025-12-05
1.203,2025-12-08
1.192,2025-12-09
1.18,2025-12-10
1.161,2025-12-11
1.174,2025-12-12
1.156,2025-12-15
1.136,2025-12-16
1.161,2025-12-17
1.151,2025-12-18
1.155,2025-12-19
1.162,2025-12-22
1.156,2025-12-23
1.168,2025-12-24
1.175,2025-12-25
1.181,2025-12-26
1.184,2025-12-29
1.189,2025-12-30
1.196,2025-12-31
1.236,2026-01-05
1.261,2026-01-06
1.252,2026-01-07
1.26,2026-01-08
1.293,2026-01-09
1.402,2026-01-12
1.354,2026-01-13
1.413,2026-01-14
1.385,2026-01-15
1.368,2026-01-16
1.346,2026-01-19
1.319,2026-01-20
1.339,2026-01-21
1.35,2026-01-22
1.366,2026-01-23
