收盘,日期
1.483,2025-09-26
1.498,2025-09-29
1.526,2025-09-30
1.571,2025-10-09
1.492,2025-10-10
1.501,2025-10-13
1.445,2025-10-14
1.457,2025-10-15
1.444,2025-10-16
1.399,2025-10-17
1.397,2025-10-20
1.435,2025-10-21
1.435,2025-10-22
1.432,2025-10-23
1.489,2025-10-24
1.515,2025-10-27
1.5,2025-10-28
1.517,2025-10-29
1.492,2025-10-30
1.447,2025-10-31
1.432,2025-11-03
1.416,2025-11-04
1.418,2025-11-05
1.465,2025-11-06
1.444,2025-11-07
1.435,2025-11-10
1.417,2025-11-11
1.409,2025-11-12
1.427,2025-11-13
1.39,2025-11-14
1.382,2025-11-17
1.387,2025-11-18
1.374,2025-11-19
1.356,2025-11-20
1.315,2025-11-21
1.322,2025-11-24
1.329,2025-11-25
1.343,2025-11-26
1.338,2025-11-27
1.354,2025-11-28
1.365,2025-12-01
1.347,2025-12-02
1.334,2025-12-03
1.354,2025-12-04
1.353,2025-12-05
1.379,2025-12-08
1.375,2025-12-09
1.374,2025-12-10
1.352,2025-12-11
1.374,2025-12-12
1.346,2025-12-15
1.322,2025-12-16
1.351,2025-12-17
1.333,2025-12-18
1.336,2025-12-19
1.361,2025-12-22
1.365,2025-12-23
1.377,2025-12-24
1.376,2025-12-25
1.375,2025-12-26
1.373,2025-12-29
1.386,2025-12-30
1.374,2025-12-31
1.429,2026-01-05
1.455,2026-01-06
1.469,2026-01-07
1.482,2026-01-08
1.503,2026-01-09
1.539,2026-01-12
1.497,2026-01-13
1.527,2026-01-14
1.519,2026-01-15
1.543,2026-01-16
1.535,2026-01-19
1.511,2026-01-20
1.562,2026-01-21
1.572,2026-01-22
1.582,2026-01-23
