收盘,日期
1.647,2025-09-26
1.677,2025-09-29
1.696,2025-09-30
1.736,2025-10-09
1.643,2025-10-10
1.654,2025-10-13
1.583,2025-10-14
1.612,2025-10-15
1.598,2025-10-16
1.545,2025-10-17
1.552,2025-10-20
1.592,2025-10-21
1.587,2025-10-22
1.582,2025-10-23
1.639,2025-10-24
1.67,2025-10-27
1.657,2025-10-28
1.672,2025-10-29
1.637,2025-10-30
1.599,2025-10-31
1.588,2025-11-03
1.571,2025-11-04
1.558,2025-11-05
1.608,2025-11-06
1.58,2025-11-07
1.573,2025-11-10
1.542,2025-11-11
1.532,2025-11-12
1.553,2025-11-13
1.505,2025-11-14
1.501,2025-11-17
1.514,2025-11-18
1.501,2025-11-19
1.484,2025-11-20
1.434,2025-11-21
1.45,2025-11-24
1.456,2025-11-25
1.471,2025-11-26
1.468,2025-11-27
1.48,2025-11-28
1.501,2025-12-01
1.479,2025-12-02
1.464,2025-12-03
1.484,2025-12-04
1.493,2025-12-05
1.523,2025-12-08
1.512,2025-12-09
1.506,2025-12-10
1.481,2025-12-11
1.498,2025-12-12
1.467,2025-12-15
1.443,2025-12-16
1.478,2025-12-17
1.462,2025-12-18
1.465,2025-12-19
1.499,2025-12-22
1.503,2025-12-23
1.515,2025-12-24
1.519,2025-12-25
1.513,2025-12-26
1.516,2025-12-29
1.532,2025-12-30
1.52,2025-12-31
1.578,2026-01-05
1.613,2026-01-06
1.622,2026-01-07
1.629,2026-01-08
1.646,2026-01-09
1.702,2026-01-12
1.658,2026-01-13
1.693,2026-01-14
1.685,2026-01-15
1.704,2026-01-16
1.692,2026-01-19
1.664,2026-01-20
1.714,2026-01-21
1.714,2026-01-22
1.714,2026-01-23
