收盘,日期
0.576,2025-09-26
0.576,2025-09-29
0.583,2025-09-30
0.596,2025-10-09
0.571,2025-10-10
0.579,2025-10-13
0.554,2025-10-14
0.564,2025-10-15
0.554,2025-10-16
0.534,2025-10-17
0.538,2025-10-20
0.544,2025-10-21
0.544,2025-10-22
0.544,2025-10-23
0.556,2025-10-24
0.56,2025-10-27
0.562,2025-10-28
0.565,2025-10-29
0.56,2025-10-30
0.569,2025-10-31
0.573,2025-11-03
0.567,2025-11-04
0.559,2025-11-05
0.567,2025-11-06
0.558,2025-11-07
0.553,2025-11-10
0.548,2025-11-11
0.541,2025-11-12
0.543,2025-11-13
0.534,2025-11-14
0.542,2025-11-17
0.547,2025-11-18
0.538,2025-11-19
0.534,2025-11-20
0.522,2025-11-21
0.532,2025-11-24
0.538,2025-11-25
0.536,2025-11-26
0.533,2025-11-27
0.538,2025-11-28
0.538,2025-12-01
0.529,2025-12-02
0.517,2025-12-03
0.517,2025-12-04
0.522,2025-12-05
0.53,2025-12-08
0.525,2025-12-09
0.521,2025-12-10
0.51,2025-12-11
0.514,2025-12-12
0.507,2025-12-15
0.499,2025-12-16
0.508,2025-12-17
0.507,2025-12-18
0.508,2025-12-19
0.511,2025-12-22
0.508,2025-12-23
0.513,2025-12-24
0.517,2025-12-25
0.521,2025-12-26
0.521,2025-12-29
0.522,2025-12-30
0.524,2025-12-31
0.541,2026-01-05
0.551,2026-01-06
0.549,2026-01-07
0.557,2026-01-08
0.571,2026-01-09
0.628,2026-01-12
0.598,2026-01-13
0.63,2026-01-14
0.617,2026-01-15
0.617,2026-01-16
0.604,2026-01-19
0.601,2026-01-20
0.607,2026-01-21
0.618,2026-01-22
0.623,2026-01-23
