开盘,收盘,日期
1.0,0.982,2022-09-26
0.983,0.988,2022-09-27
0.985,0.977,2022-09-28
0.984,0.943,2022-09-29
0.935,0.931,2022-09-30
0.927,0.921,2022-10-10
0.922,0.924,2022-10-11
0.92,0.934,2022-10-12
0.926,0.914,2022-10-13
0.925,0.929,2022-10-14
0.927,0.933,2022-10-17
0.944,0.944,2022-10-18
0.94,0.936,2022-10-19
0.932,0.936,2022-10-20
0.957,0.947,2022-10-21
0.949,0.893,2022-10-24
0.893,0.889,2022-10-25
0.893,0.892,2022-10-26
0.9,0.893,2022-10-27
0.892,0.862,2022-10-28
0.867,0.856,2022-10-31
0.863,0.893,2022-11-01
0.889,0.907,2022-11-02
0.901,0.897,2022-11-03
0.899,0.927,2022-11-04
0.924,0.951,2022-11-07
0.955,0.95,2022-11-08
0.952,0.949,2022-11-09
0.944,0.943,2022-11-10
0.989,0.979,2022-11-11
1.028,1.008,2022-11-14
1.009,1.045,2022-11-15
1.047,1.026,2022-11-16
1.021,1.034,2022-11-17
1.04,1.02,2022-11-18
1.016,1.008,2022-11-21
1.01,1.006,2022-11-22
1.009,1.016,2022-11-23
1.025,1.023,2022-11-24
1.023,1.03,2022-11-25
1.009,1.015,2022-11-28
1.02,1.057,2022-11-29
1.059,1.061,2022-11-30
1.091,1.082,2022-12-01
1.08,1.065,2022-12-02
1.084,1.111,2022-12-05
1.107,1.107,2022-12-06
1.109,1.092,2022-12-07
1.087,1.091,2022-12-08
1.094,1.103,2022-12-09
1.1,1.094,2022-12-12
1.099,1.095,2022-12-13
1.096,1.097,2022-12-14
1.094,1.078,2022-12-15
1.073,1.077,2022-12-16
1.078,1.06,2022-12-19
1.059,1.044,2022-12-20
1.047,1.046,2022-12-21
1.06,1.065,2022-12-22
1.061,1.072,2022-12-23
1.071,1.067,2022-12-26
1.075,1.086,2022-12-27
1.083,1.083,2022-12-28
1.082,1.072,2022-12-29
1.079,1.075,2022-12-30
1.065,1.067,2023-01-03
1.069,1.087,2023-01-04
1.108,1.119,2023-01-05
1.121,1.11,2023-01-06
1.116,1.135,2023-01-09
1.137,1.128,2023-01-10
1.132,1.117,2023-01-11
1.123,1.112,2023-01-12
1.119,1.127,2023-01-13
