收盘,日期
1.051,2025-09-26
1.066,2025-09-29
1.064,2025-09-30
1.076,2025-10-09
1.036,2025-10-10
1.019,2025-10-13
0.98,2025-10-14
0.994,2025-10-15
0.996,2025-10-16
0.964,2025-10-17
0.982,2025-10-20
1.025,2025-10-21
1.022,2025-10-22
1.017,2025-10-23
1.058,2025-10-24
1.094,2025-10-27
1.093,2025-10-28
1.109,2025-10-29
1.081,2025-10-30
1.041,2025-10-31
1.046,2025-11-03
1.03,2025-11-04
1.023,2025-11-05
1.046,2025-11-06
1.034,2025-11-07
1.027,2025-11-10
1.004,2025-11-11
1.006,2025-11-12
1.005,2025-11-13
0.98,2025-11-14
0.98,2025-11-17
0.984,2025-11-18
0.981,2025-11-19
0.978,2025-11-20
0.936,2025-11-21
0.937,2025-11-24
0.966,2025-11-25
0.997,2025-11-26
0.992,2025-11-27
0.993,2025-11-28
1.02,2025-12-01
1.016,2025-12-02
1.008,2025-12-03
1.015,2025-12-04
1.021,2025-12-05
1.055,2025-12-08
1.074,2025-12-09
1.076,2025-12-10
1.048,2025-12-11
1.061,2025-12-12
1.04,2025-12-15
1.025,2025-12-16
1.063,2025-12-17
1.045,2025-12-18
1.042,2025-12-19
1.069,2025-12-22
1.072,2025-12-23
1.088,2025-12-24
1.084,2025-12-25
1.075,2025-12-26
1.078,2025-12-29
1.084,2025-12-30
1.069,2025-12-31
1.097,2026-01-05
1.113,2026-01-06
1.111,2026-01-07
1.097,2026-01-08
1.112,2026-01-09
1.142,2026-01-12
1.123,2026-01-13
1.13,2026-01-14
1.145,2026-01-15
1.149,2026-01-16
1.138,2026-01-19
1.113,2026-01-20
1.127,2026-01-21
1.14,2026-01-22
1.135,2026-01-23
