收盘,日期
106.871,2025-09-26
106.884,2025-09-29
106.985,2025-09-30
106.969,2025-10-09
106.971,2025-10-10
106.99,2025-10-13
107.016,2025-10-14
106.984,2025-10-15
107.02,2025-10-16
107.046,2025-10-17
107.043,2025-10-20
107.041,2025-10-21
107.031,2025-10-22
107.039,2025-10-23
107.052,2025-10-24
107.048,2025-10-27
107.127,2025-10-28
107.179,2025-10-29
107.162,2025-10-30
107.192,2025-10-31
107.187,2025-11-03
107.182,2025-11-04
107.201,2025-11-05
107.184,2025-11-06
107.161,2025-11-07
107.165,2025-11-10
107.182,2025-11-11
107.188,2025-11-12
107.201,2025-11-13
107.225,2025-11-14
107.23,2025-11-17
107.229,2025-11-18
107.224,2025-11-19
107.235,2025-11-20
107.252,2025-11-21
107.247,2025-11-24
107.257,2025-11-25
107.24,2025-11-26
107.2,2025-11-27
107.219,2025-11-28
107.235,2025-12-01
107.234,2025-12-02
107.24,2025-12-03
107.18,2025-12-04
107.187,2025-12-05
107.184,2025-12-08
107.22,2025-12-09
107.228,2025-12-10
107.248,2025-12-11
107.251,2025-12-12
107.236,2025-12-15
107.21,2025-12-16
107.283,2025-12-17
107.3,2025-12-18
107.318,2025-12-19
107.303,2025-12-22
107.322,2025-12-23
107.314,2025-12-24
107.315,2025-12-25
107.369,2025-12-26
107.342,2025-12-29
107.38,2025-12-30
107.364,2025-12-31
107.292,2026-01-05
107.286,2026-01-06
107.32,2026-01-07
107.349,2026-01-08
107.358,2026-01-09
107.331,2026-01-12
107.351,2026-01-13
107.378,2026-01-14
107.395,2026-01-15
107.417,2026-01-16
107.406,2026-01-19
107.436,2026-01-20
107.431,2026-01-21
107.438,2026-01-22
107.443,2026-01-23
