开盘,收盘,日期
0.965,0.961,2022-02-14
0.961,0.97,2022-02-15
0.988,0.994,2022-02-16
0.995,0.993,2022-02-17
0.984,0.988,2022-02-18
0.979,0.946,2022-02-21
0.939,0.917,2022-02-22
0.926,0.941,2022-02-23
0.941,0.904,2022-02-24
0.92,0.916,2022-02-25
0.907,0.899,2022-02-28
0.898,0.921,2022-03-01
0.912,0.905,2022-03-02
0.905,0.881,2022-03-03
0.876,0.845,2022-03-04
0.829,0.812,2022-03-07
0.804,0.787,2022-03-08
0.804,0.776,2022-03-09
0.791,0.788,2022-03-10
0.777,0.761,2022-03-11
0.754,0.699,2022-03-14
0.664,0.646,2022-03-15
0.671,0.711,2022-03-16
0.782,0.782,2022-03-17
0.782,0.805,2022-03-18
0.822,0.803,2022-03-21
0.803,0.817,2022-03-22
0.856,0.865,2022-03-23
0.857,0.855,2022-03-24
0.847,0.798,2022-03-25
0.805,0.818,2022-03-28
0.826,0.845,2022-03-29
0.868,0.865,2022-03-30
0.857,0.837,2022-03-31
0.802,0.829,2022-04-01
0.837,0.857,2022-04-06
0.849,0.828,2022-04-07
0.82,0.817,2022-04-08
0.816,0.773,2022-04-11
0.772,0.799,2022-04-12
0.78,0.791,2022-04-13
0.798,0.797,2022-04-14
0.79,0.798,2022-04-15
0.798,0.797,2022-04-18
0.791,0.772,2022-04-19
0.786,0.772,2022-04-20
0.772,0.738,2022-04-21
0.736,0.75,2022-04-22
0.749,0.71,2022-04-25
0.732,0.743,2022-04-26
0.735,0.75,2022-04-27
0.758,0.759,2022-04-28
0.761,0.829,2022-04-29
0.829,0.805,2022-05-05
0.788,0.765,2022-05-06
0.765,0.767,2022-05-09
0.75,0.748,2022-05-10
0.743,0.775,2022-05-11
0.76,0.748,2022-05-12
0.763,0.777,2022-05-13
0.795,0.778,2022-05-16
0.787,0.82,2022-05-17
0.822,0.813,2022-05-18
0.79,0.792,2022-05-19
0.808,0.826,2022-05-20
0.826,0.803,2022-05-23
0.803,0.773,2022-05-24
0.775,0.779,2022-05-25
0.78,0.768,2022-05-26
0.799,0.805,2022-05-27
0.815,0.831,2022-05-30
0.827,0.851,2022-05-31
0.851,0.847,2022-06-01
0.843,0.849,2022-06-02
0.853,0.869,2022-06-06
0.878,0.889,2022-06-07
0.897,0.934,2022-06-08
0.955,0.916,2022-06-09
0.9,0.943,2022-06-10
0.922,0.904,2022-06-13
0.894,0.911,2022-06-14
0.93,0.922,2022-06-15
0.927,0.893,2022-06-16
0.886,0.91,2022-06-17
0.904,0.921,2022-06-20
0.926,0.928,2022-06-21
0.937,0.913,2022-06-22
0.918,0.934,2022-06-23
0.948,0.969,2022-06-24
0.977,0.984,2022-06-27
0.987,0.993,2022-06-28
0.98,0.953,2022-06-29
0.959,0.947,2022-06-30
0.952,0.95,2022-07-01
0.946,0.966,2022-07-04
0.968,0.97,2022-07-05
0.971,0.955,2022-07-06
0.954,0.959,2022-07-07
0.977,0.96,2022-07-08
0.956,0.914,2022-07-11
0.902,0.902,2022-07-12
0.91,0.911,2022-07-13
0.917,0.92,2022-07-14
0.918,0.896,2022-07-15
0.9,0.918,2022-07-18
0.916,0.91,2022-07-19
1.0,0.927,2022-07-20
0.931,0.925,2022-07-21
0.93,0.925,2022-07-22
0.922,0.902,2022-07-25
0.908,0.921,2022-07-26
0.914,0.903,2022-07-27
0.912,0.901,2022-07-28
0.902,0.859,2022-07-29
0.856,0.868,2022-08-01
0.85,0.84,2022-08-02
0.856,0.852,2022-08-03
0.866,0.877,2022-08-04
0.886,0.882,2022-08-05
0.882,0.868,2022-08-08
0.867,0.863,2022-08-09
0.862,0.828,2022-08-10
0.841,0.854,2022-08-11
0.858,0.861,2022-08-12
0.861,0.86,2022-08-15
0.863,0.841,2022-08-16
0.851,0.85,2022-08-17
0.847,0.838,2022-08-18
0.836,0.836,2022-08-19
0.834,0.837,2022-08-22
0.839,0.83,2022-08-23
0.831,0.814,2022-08-24
0.82,0.847,2022-08-25
0.866,0.865,2022-08-26
0.866,0.87,2022-08-29
0.87,0.859,2022-08-30
0.848,0.864,2022-08-31
0.864,0.843,2022-09-01
0.839,0.837,2022-09-02
0.834,0.819,2022-09-05
0.826,0.822,2022-09-06
0.815,0.814,2022-09-07
0.825,0.806,2022-09-08
0.806,0.824,2022-09-09
0.829,0.813,2022-09-13
0.795,0.791,2022-09-14
0.793,0.793,2022-09-15
0.79,0.782,2022-09-16
0.775,0.758,2022-09-19
0.762,0.777,2022-09-20
0.77,0.76,2022-09-21
0.744,0.737,2022-09-22
0.739,0.73,2022-09-23
0.73,0.741,2022-09-26
0.748,0.748,2022-09-27
0.741,0.733,2022-09-28
0.745,0.72,2022-09-29
0.714,0.7,2022-09-30
0.7,0.686,2022-10-10
0.689,0.675,2022-10-11
0.678,0.69,2022-10-12
0.68,0.66,2022-10-13
0.668,0.674,2022-10-14
0.676,0.662,2022-10-17
0.676,0.688,2022-10-18
0.683,0.667,2022-10-19
0.656,0.644,2022-10-20
0.648,0.65,2022-10-21
0.639,0.588,2022-10-24
0.588,0.6,2022-10-25
0.602,0.609,2022-10-26
0.63,0.615,2022-10-27
0.611,0.582,2022-10-28
0.587,0.593,2022-10-31
0.604,0.637,2022-11-01
0.626,0.647,2022-11-02
0.631,0.632,2022-11-03
0.638,0.685,2022-11-04
0.679,0.698,2022-11-07
0.695,0.69,2022-11-08
0.693,0.668,2022-11-09
0.662,0.651,2022-11-10
0.702,0.7,2022-11-11
0.721,0.713,2022-11-14
0.713,0.758,2022-11-15
0.758,0.748,2022-11-16
0.745,0.744,2022-11-17
0.763,0.75,2022-11-18
0.744,0.737,2022-11-21
0.731,0.702,2022-11-22
0.707,0.716,2022-11-23
0.721,0.712,2022-11-24
0.714,0.703,2022-11-25
0.677,0.688,2022-11-28
0.702,0.729,2022-11-29
0.73,0.744,2022-11-30
0.79,0.773,2022-12-01
0.773,0.763,2022-12-02
0.789,0.816,2022-12-05
0.815,0.799,2022-12-06
0.807,0.797,2022-12-07
0.793,0.814,2022-12-08
0.829,0.833,2022-12-09
0.825,0.807,2022-12-12
0.807,0.81,2022-12-13
0.816,0.817,2022-12-14
0.816,0.792,2022-12-15
0.783,0.8,2022-12-16
0.81,0.792,2022-12-19
0.785,0.769,2022-12-20
0.774,0.77,2022-12-21
0.786,0.808,2022-12-22
0.801,0.801,2022-12-23
0.794,0.788,2022-12-26
0.795,0.8,2022-12-27
0.806,0.803,2022-12-28
0.791,0.796,2022-12-29
0.81,0.797,2022-12-30
0.796,0.813,2023-01-03
0.82,0.843,2023-01-04
0.866,0.861,2023-01-05
0.868,0.851,2023-01-06
0.859,0.868,2023-01-09
0.882,0.873,2023-01-11
0.874,0.854,2023-01-12
0.86,0.873,2023-01-13
0.875,0.857,2023-01-16
0.86,0.859,2023-01-17
0.856,0.861,2023-01-18
0.852,0.858,2023-01-19
0.864,0.876,2023-01-20
0.914,0.882,2023-01-30
0.883,0.856,2023-01-31
0.865,0.891,2023-02-01
0.901,0.9,2023-02-02
0.892,0.883,2023-02-03
0.875,0.849,2023-02-06
0.855,0.867,2023-02-07
0.877,0.855,2023-02-08
0.856,0.871,2023-02-09
0.868,0.839,2023-02-10
0.825,0.838,2023-02-13
0.847,0.833,2023-02-14
0.834,0.825,2023-02-15
0.831,0.838,2023-02-16
0.839,0.824,2023-02-17
0.82,0.835,2023-02-20
0.834,0.809,2023-02-21
0.797,0.793,2023-02-22
0.794,0.799,2023-02-23
0.798,0.782,2023-02-24
0.77,0.772,2023-02-27
0.779,0.769,2023-02-28
