收盘,日期
100.395,2025-09-26
100.409,2025-09-29
100.7,2025-09-30
100.513,2025-10-09
100.549,2025-10-10
100.591,2025-10-13
100.678,2025-10-14
100.536,2025-10-15
100.606,2025-10-16
100.815,2025-10-17
100.814,2025-10-20
100.762,2025-10-21
100.742,2025-10-22
100.741,2025-10-23
100.75,2025-10-24
100.773,2025-10-27
100.955,2025-10-28
101.061,2025-10-29
101.065,2025-10-30
101.225,2025-10-31
101.23,2025-11-03
101.21,2025-11-04
101.25,2025-11-05
101.206,2025-11-06
101.148,2025-11-07
101.15,2025-11-10
101.124,2025-11-11
101.179,2025-11-12
101.16,2025-11-13
101.15,2025-11-14
101.21,2025-11-17
101.21,2025-11-18
101.265,2025-11-19
101.265,2025-11-20
101.28,2025-11-21
101.219,2025-11-24
101.184,2025-11-25
101.005,2025-11-26
101.075,2025-11-27
101.092,2025-11-28
101.112,2025-12-01
101.093,2025-12-02
101.051,2025-12-03
100.851,2025-12-04
100.922,2025-12-05
100.816,2025-12-08
100.818,2025-12-09
100.84,2025-12-10
100.945,2025-12-11
100.91,2025-12-12
100.855,2025-12-15
100.85,2025-12-16
100.853,2025-12-17
100.88,2025-12-18
100.9,2025-12-19
100.866,2025-12-22
100.975,2025-12-23
101.084,2025-12-24
101.151,2025-12-25
101.21,2025-12-26
101.109,2025-12-29
101.11,2025-12-30
101.117,2025-12-31
100.989,2026-01-05
100.979,2026-01-06
100.98,2026-01-07
101.047,2026-01-08
101.106,2026-01-09
101.115,2026-01-12
101.155,2026-01-13
101.19,2026-01-14
101.258,2026-01-15
101.324,2026-01-16
101.315,2026-01-19
101.35,2026-01-20
101.34,2026-01-21
101.338,2026-01-22
101.436,2026-01-23
