收盘,日期
0.735,2024-01-25
0.724,2024-01-26
0.715,2024-01-29
0.698,2024-01-30
0.687,2024-01-31
0.694,2024-02-01
0.683,2024-02-02
0.684,2024-02-05
0.721,2024-02-06
0.725,2024-02-07
0.729,2024-02-08
0.745,2024-02-19
0.749,2024-02-20
0.756,2024-02-21
0.761,2024-02-22
0.767,2024-02-23
0.772,2024-02-26
0.783,2024-02-27
0.769,2024-02-28
0.792,2024-02-29
0.798,2024-03-01
0.797,2024-03-04
0.786,2024-03-05
0.794,2024-03-06
0.776,2024-03-07
0.789,2024-03-08
0.8,2024-03-11
0.81,2024-03-12
0.813,2024-03-13
0.807,2024-03-14
0.806,2024-03-15
0.818,2024-03-18
0.805,2024-03-19
0.808,2024-03-20
0.811,2024-03-21
0.799,2024-03-22
0.799,2024-03-25
0.8,2024-03-26
0.789,2024-03-27
0.798,2024-03-28
0.798,2024-03-29
0.806,2024-04-01
0.809,2024-04-02
0.798,2024-04-03
0.801,2024-04-08
0.802,2024-04-09
0.805,2024-04-10
0.806,2024-04-11
0.794,2024-04-12
0.799,2024-04-15
0.783,2024-04-16
0.79,2024-04-17
0.793,2024-04-18
0.777,2024-04-19
0.783,2024-04-22
0.792,2024-04-23
0.807,2024-04-24
0.803,2024-04-25
0.829,2024-04-26
0.835,2024-04-29
0.829,2024-04-30
0.861,2024-05-06
0.859,2024-05-07
0.853,2024-05-08
0.856,2024-05-09
0.854,2024-05-10
0.861,2024-05-13
0.862,2024-05-14
0.852,2024-05-15
0.857,2024-05-16
0.855,2024-05-17
0.86,2024-05-20
0.838,2024-05-21
0.846,2024-05-22
0.834,2024-05-23
0.819,2024-05-24
0.829,2024-05-27
0.83,2024-05-28
0.82,2024-05-29
0.815,2024-05-30
0.817,2024-05-31
0.822,2024-06-03
0.833,2024-06-04
0.831,2024-06-05
0.824,2024-06-06
0.817,2024-06-07
0.823,2024-06-11
0.818,2024-06-12
0.823,2024-06-13
0.824,2024-06-14
0.824,2024-06-17
0.821,2024-06-18
0.83,2024-06-19
0.825,2024-06-20
0.818,2024-06-21
0.807,2024-06-24
0.81,2024-06-25
0.812,2024-06-26
0.804,2024-06-27
0.797,2024-06-28
0.798,2024-07-01
0.792,2024-07-02
