收盘,日期
0.836,2025-09-26
0.85,2025-09-29
0.857,2025-09-30
0.883,2025-10-09
0.881,2025-10-10
0.869,2025-10-13
0.849,2025-10-14
0.856,2025-10-15
0.841,2025-10-16
0.825,2025-10-17
0.828,2025-10-20
0.836,2025-10-21
0.838,2025-10-22
0.852,2025-10-23
0.853,2025-10-24
0.86,2025-10-27
0.857,2025-10-28
0.874,2025-10-29
0.868,2025-10-30
0.866,2025-10-31
0.872,2025-11-03
0.856,2025-11-04
0.856,2025-11-05
0.878,2025-11-06
0.897,2025-11-07
0.915,2025-11-10
0.911,2025-11-11
0.913,2025-11-12
0.93,2025-11-13
0.919,2025-11-14
0.925,2025-11-17
0.906,2025-11-18
0.923,2025-11-19
0.911,2025-11-20
0.883,2025-11-21
0.873,2025-11-24
0.876,2025-11-25
0.872,2025-11-26
0.887,2025-11-27
0.89,2025-11-28
0.903,2025-12-01
0.901,2025-12-02
0.903,2025-12-03
0.903,2025-12-04
0.914,2025-12-05
0.914,2025-12-08
0.898,2025-12-09
0.899,2025-12-10
0.895,2025-12-11
0.894,2025-12-12
0.901,2025-12-15
0.893,2025-12-16
0.915,2025-12-17
0.922,2025-12-18
0.932,2025-12-19
0.942,2025-12-22
0.943,2025-12-23
0.954,2025-12-24
0.962,2025-12-25
0.971,2025-12-26
0.973,2025-12-29
0.998,2025-12-30
0.993,2025-12-31
0.999,2026-01-05
1.034,2026-01-06
1.032,2026-01-07
1.02,2026-01-08
1.024,2026-01-09
1.015,2026-01-12
1.024,2026-01-13
1.026,2026-01-14
1.038,2026-01-15
1.027,2026-01-16
1.063,2026-01-19
1.084,2026-01-20
1.091,2026-01-21
1.112,2026-01-22
1.109,2026-01-23
