开盘,收盘,日期
3.17029,3.131469,2021-02-04
3.154114,3.082945,2021-02-05
3.076475,3.11206,2021-02-08
3.11206,3.225284,2021-02-09
3.234989,3.283514,2021-02-10
3.380563,3.251164,2021-02-18
3.212344,3.202639,2021-02-19
3.196169,3.141175,2021-02-22
3.137939,3.121764,2021-02-23
3.108825,2.96972,2021-02-24
3.00854,2.940605,2021-02-25
2.888845,2.888845,2021-02-26
2.91796,2.985895,2021-03-01
3.00854,2.97619,2021-03-02
2.960015,2.98266,2021-03-03
2.960015,2.788561,2021-03-04
2.723861,2.785326,2021-03-05
2.795031,2.633281,2021-03-08
2.626811,2.578286,2021-03-09
2.646221,2.613871,2021-03-10
2.620341,2.704451,2021-03-11
2.727096,2.746506,2021-03-12
2.746506,2.646221,2021-03-15
2.639751,2.652691,2021-03-16
2.649456,2.694746,2021-03-17
2.694746,2.727096,2021-03-18
2.668866,2.642986,2021-03-19
2.636516,2.681806,2021-03-22
2.681806,2.604166,2021-03-23
2.587991,2.552406,2021-03-24
2.526526,2.555641,2021-03-25
2.568581,2.672101,2021-03-26
2.665631,2.649456,2021-03-29
2.639751,2.701216,2021-03-30
2.701216,2.694746,2021-03-31
2.697981,2.720626,2021-04-01
2.723861,2.730331,2021-04-02
2.740036,2.769151,2021-04-06
2.782091,2.727096,2021-04-07
2.704451,2.707686,2021-04-08
2.714156,2.655926,2021-04-09
2.655926,2.587991,2021-04-12
2.587991,2.594461,2021-04-13
2.607401,2.672101,2021-04-14
2.655926,2.672101,2021-04-15
2.672101,2.662396,2021-04-16
2.662396,2.785326,2021-04-19
2.782091,2.795031,2021-04-20
2.778856,2.785326,2021-04-21
2.807971,2.795031,2021-04-22
2.798266,2.843555,2021-04-23
2.843555,2.801501,2021-04-26
2.804735,2.785326,2021-04-27
2.775621,2.84679,2021-04-28
2.850025,2.853261,2021-04-29
2.853261,2.9309,2021-04-30
2.927665,2.914725,2021-05-06
2.90502,2.850025,2021-05-07
2.84679,2.875905,2021-05-10
2.850025,2.83385,2021-05-11
2.81444,2.830616,2021-05-12
2.798266,2.769151,2021-05-13
2.769151,2.824146,2021-05-14
2.82738,2.91796,2021-05-17
2.91796,2.914725,2021-05-18
2.91796,2.979425,2021-05-19
2.972955,2.972955,2021-05-20
3.005305,2.98266,2021-05-21
2.9956,2.9956,2021-05-24
2.9956,3.024715,2021-05-25
3.02148,2.98913,2021-05-26
2.998835,2.9956,2021-05-27
2.998835,3.086179,2021-05-28
3.105589,3.225284,2021-05-31
3.222049,3.205874,2021-06-01
3.218814,3.183229,2021-06-02
3.183229,3.131469,2021-06-03
3.11853,3.176759,2021-06-04
3.160584,3.125,2021-06-07
3.11853,3.095885,2021-06-08
3.092649,3.11206,2021-06-09
3.121764,3.244694,2021-06-10
3.270574,3.302924,2021-06-11
3.312629,3.270574,2021-06-15
3.241459,3.102355,2021-06-16
3.102355,3.157349,2021-06-17
3.173524,3.270574,2021-06-18
3.270574,3.315864,2021-06-21
3.325569,3.325569,2021-06-22
3.335274,3.399974,2021-06-23
3.432323,3.425853,2021-06-24
3.432323,3.474378,2021-06-25
3.474378,3.529373,2021-06-28
3.564958,3.577898,2021-06-29
3.574663,3.652303,2021-06-30
3.655538,3.561723,2021-07-01
3.535843,3.535843,2021-07-02
3.519668,3.610248,2021-07-05
3.616718,3.571428,2021-07-06
3.535843,3.791407,2021-07-07
3.817287,3.891692,2021-07-08
3.833462,3.936982,2021-07-09
3.982271,4.082556,2021-07-12
4.085791,4.092261,2021-07-13
4.066381,3.956392,2021-07-14
3.904632,4.089026,2021-07-15
4.079321,3.972567,2021-07-16
3.943452,3.904632,2021-07-19
3.872282,3.959627,2021-07-20
3.979037,4.153726,2021-07-21
4.179606,4.228131,2021-07-22
4.215191,4.195781,2021-07-23
4.192546,4.173136,2021-07-26
4.173136,3.911102,2021-07-27
3.862577,3.894927,2021-07-28
4.024326,4.176371,2021-07-29
4.179606,4.234601,2021-07-30
4.263716,4.260481,2021-08-02
4.244306,4.076086,2021-08-03
4.037267,4.357531,2021-08-04
4.360765,4.37694,2021-08-05
4.44164,4.451345,2021-08-06
4.431935,4.315475,2021-08-09
