收盘,日期
1.093,2025-09-26
1.089,2025-09-29
1.083,2025-09-30
1.106,2025-10-09
1.122,2025-10-10
1.112,2025-10-13
1.127,2025-10-14
1.129,2025-10-15
1.15,2025-10-16
1.14,2025-10-17
1.173,2025-10-20
1.168,2025-10-21
1.172,2025-10-22
1.186,2025-10-23
1.171,2025-10-24
1.177,2025-10-27
1.162,2025-10-28
1.171,2025-10-29
1.172,2025-10-30
1.163,2025-10-31
1.2,2025-11-03
1.2,2025-11-04
1.21,2025-11-05
1.218,2025-11-06
1.221,2025-11-07
1.231,2025-11-10
1.217,2025-11-11
1.219,2025-11-12
1.22,2025-11-13
1.215,2025-11-14
1.226,2025-11-17
1.203,2025-11-18
1.222,2025-11-19
1.203,2025-11-20
1.178,2025-11-21
1.16,2025-11-24
1.168,2025-11-25
1.157,2025-11-26
1.164,2025-11-27
1.168,2025-11-28
1.187,2025-12-01
1.189,2025-12-02
1.19,2025-12-03
1.191,2025-12-04
1.19,2025-12-05
1.179,2025-12-08
1.163,2025-12-09
1.162,2025-12-10
1.156,2025-12-11
1.154,2025-12-12
1.158,2025-12-15
1.148,2025-12-16
1.145,2025-12-17
1.167,2025-12-18
1.156,2025-12-19
1.162,2025-12-22
1.164,2025-12-23
1.162,2025-12-24
1.157,2025-12-25
1.16,2025-12-26
1.18,2025-12-29
1.183,2025-12-30
1.179,2025-12-31
1.173,2026-01-05
1.194,2026-01-06
1.2,2026-01-07
1.198,2026-01-08
1.22,2026-01-09
1.209,2026-01-12
1.214,2026-01-13
1.217,2026-01-14
1.211,2026-01-15
1.195,2026-01-16
1.207,2026-01-19
1.213,2026-01-20
1.215,2026-01-21
1.245,2026-01-22
1.231,2026-01-23
