开盘,收盘,日期
0.4783072,0.487817,2020-01-02
0.4895781,0.4867604,2020-01-03
0.4818294,0.4983835,2020-01-06
0.5015534,0.5033145,2020-01-07
0.5029622,0.4945091,2020-01-08
0.5022578,0.5138809,2020-01-09
0.5188119,0.5121198,2020-01-10
0.5061322,0.5247995,2020-01-13
0.5212774,0.5230385,2020-01-14
0.5152898,0.5237429,2020-01-15
0.5237429,0.5230385,2020-01-16
0.5240951,0.5230385,2020-01-17
0.5276173,0.5487501,2020-01-20
0.5487501,0.5410014,2020-01-21
0.5364226,0.55826,2020-01-22
0.5540333,0.5360704,2020-01-23
0.4825338,0.4825338,2020-02-03
0.481125,0.5128242,2020-02-04
0.5177553,0.535366,2020-02-05
0.5307872,0.5670653,2020-02-06
0.569883,0.568122,2020-02-07
0.5621343,0.5804495,2020-02-10
0.5832672,0.574814,2020-02-11
0.5663609,0.6022868,2020-02-12
0.5987646,0.5984124,2020-02-13
0.6012301,0.5970035,2020-02-14
0.5973557,0.633986,2020-02-17
0.6403259,0.6403259,2020-02-18
0.6346905,0.6248285,2020-02-19
0.6188408,0.6431436,2020-02-20
0.6434959,0.6773084,2020-02-21
0.6899881,0.7185175,2020-02-24
0.6938625,0.7502168,2020-02-25
0.7361282,0.70619,2020-02-26
1.123,1.116,2020-02-28
1.085,1.06,2020-03-02
1.064,1.075,2020-03-03
1.041,1.058,2020-03-04
1.071,1.051,2020-03-05
1.032,1.017,2020-03-06
0.987,0.927,2020-03-09
0.907,0.969,2020-03-10
0.979,0.925,2020-03-11
0.902,0.886,2020-03-12
0.8,0.883,2020-03-13
0.885,0.811,2020-03-16
0.813,0.807,2020-03-17
0.82,0.785,2020-03-18
0.784,0.813,2020-03-19
0.822,0.824,2020-03-20
0.805,0.789,2020-03-23
0.808,0.81,2020-03-24
0.849,0.837,2020-03-25
0.826,0.819,2020-03-26
0.835,0.801,2020-03-27
0.78,0.77,2020-03-30
0.77,0.772,2020-03-31
0.765,0.75,2020-04-01
0.75,0.78,2020-04-02
0.78,0.755,2020-04-03
0.789,0.806,2020-04-07
0.797,0.802,2020-04-08
0.809,0.85,2020-04-09
0.84,0.822,2020-04-10
0.801,0.806,2020-04-13
0.821,0.834,2020-04-14
0.839,0.821,2020-04-15
0.805,0.843,2020-04-16
0.851,0.855,2020-04-17
0.854,0.865,2020-04-20
0.849,0.859,2020-04-21
0.838,0.867,2020-04-22
0.87,0.861,2020-04-23
0.861,0.832,2020-04-24
0.831,0.844,2020-04-27
0.844,0.857,2020-04-28
0.868,0.87,2020-04-29
0.88,0.909,2020-04-30
0.886,0.942,2020-05-06
0.955,0.948,2020-05-07
0.953,0.971,2020-05-08
0.979,0.945,2020-05-11
0.953,0.95,2020-05-12
0.948,0.96,2020-05-13
