日期,open,high,low,收盘,volume,amount
2025-09-24,99.901,99.956,99.901,99.943,68187218,6815160884
2025-09-25,99.871,99.871,99.548,99.6,41927686,4178083754
2025-09-26,99.523,99.678,99.5,99.622,66977541,6673563263
2025-09-29,99.625,99.702,99.625,99.648,71775123,7153797270
2025-09-30,99.648,99.742,99.64,99.73,78241895,7801532380
2025-10-09,99.701,99.706,99.605,99.616,85777663,8547061394
2025-10-10,99.666,99.696,99.626,99.657,63682792,6347263734
2025-10-13,99.657,99.747,99.657,99.704,68707311,6850642812
2025-10-14,99.646,99.71,99.641,99.692,37796564,3766231950
2025-10-15,99.647,99.69,99.63,99.636,61015202,6080175678
2025-10-16,99.638,99.737,99.638,99.712,98934711,9862442927
2025-10-17,99.72,99.847,99.72,99.82,68200531,6807479844
2025-10-20,99.82,99.907,99.82,99.886,119364270,11922106935
2025-10-21,99.853,99.947,99.853,99.897,63132372,6306808098
2025-10-22,99.94,100.039,99.94,99.975,75626820,7560764900
2025-10-23,100.034,100.045,99.953,100.009,68588410,6858845855
2025-10-24,100.008,100.063,100.008,100.045,68459450,6849490653
2025-10-27,100.02,100.071,100.02,100.066,59152473,5919154772
2025-10-28,100.114,100.2,100.114,100.143,85950120,8607764122
2025-10-29,100.16,100.2,100.16,100.2,67435881,6756988418
2025-10-30,100.279,100.279,100.186,100.256,53656893,5378520233
2025-10-31,100.262,100.344,100.262,100.34,63877500,6408837093
2025-11-03,100.362,100.396,100.362,100.38,69492881,6976015498
2025-11-04,100.365,100.38,100.321,100.35,65018170,6525662356
2025-11-05,100.382,100.421,100.371,100.389,47564250,4774787441
2025-11-06,100.39,100.44,100.32,100.386,58024861,5826654923
2025-11-07,100.375,100.376,100.36,100.362,58595481,5881339336
2025-11-10,100.353,100.375,100.341,100.342,16572,1662999
2025-11-11,100.324,100.379,100.324,100.346,30208863,3031518743
2025-11-12,100.423,100.423,100.346,100.364,59621936,5983956621
2025-11-13,100.34,100.354,100.332,100.343,27730970,2782802062
2025-11-14,100.363,100.366,100.337,100.363,161090,16165655
2025-11-17,100.367,100.414,100.367,100.383,24833130,2493050178
2025-11-18,100.429,100.429,100.39,100.41,64909127,6518173348
2025-11-19,100.399,100.433,100.38,100.397,56438000,5667500722
2025-11-20,100.397,100.445,100.397,100.41,61964680,6223728367
2025-11-21,100.434,100.434,100.4,100.4,69738561,7002105389
2025-11-24,100.352,100.382,100.32,100.36,86373600,8667591834
2025-11-25,100.32,100.357,100.28,100.28,43913930,4406011493
2025-11-26,100.26,100.268,100.197,100.2,15523750,1555734731
2025-11-27,100.17,100.178,100.115,100.15,59158220,5925278765
2025-11-28,100.142,100.17,100.089,100.146,48188510,4826078415
2025-12-01,100.131,100.19,100.127,100.15,50687880,5076897675
2025-12-02,100.16,100.164,100.132,100.154,56945160,5703854595
2025-12-03,100.16,100.16,100.116,100.15,45053620,4512567745
2025-12-04,100.076,100.09,99.986,100.074,37287280,3731883194
2025-12-05,100.028,100.083,100.006,100.074,36741260,3676327957
2025-12-08,100.023,100.038,99.983,99.987,47087430,4709214421
2025-12-09,100.011,100.011,99.98,99.999,30485190,3048747517
2025-12-10,99.981,100.039,99.981,100.01,46209460,4621407946
2025-12-11,100.082,100.1,100.039,100.058,49061230,4908092444
2025-12-12,100.14,100.14,100.045,100.065,39709330,3973400190
2025-12-15,100.093,100.095,100.026,100.034,50851330,5088430289
2025-12-16,100.03,100.077,100.029,100.032,42228130,4224084365
2025-12-17,100.023,100.066,100.022,100.025,50068541,5008605442
2025-12-18,100.05,100.074,100.038,100.074,63079260,6311709798
2025-12-19,100.181,100.181,100.082,100.114,46638210,4668485933
2025-12-22,100.114,100.17,100.114,100.15,68520110,6863659146
2025-12-23,100.19,100.27,100.19,100.227,50966523,5107869860
2025-12-24,100.227,100.249,100.138,100.239,42907460,4300798370
2025-12-25,100.332,100.332,100.255,100.295,155410,15587175
2025-12-26,100.299,100.386,100.299,100.373,16467730,1652226613
2025-12-29,100.345,100.368,100.235,100.318,1736572,174211760
2025-12-30,100.261,100.359,100.261,100.305,2651340,265983826
2025-12-31,100.315,100.366,100.218,100.291,281060,28181862
2026-01-05,100.321,100.321,100.19,100.195,3218132,322447640
2026-01-06,100.195,100.27,100.075,100.128,2300211,230394064
2026-01-07,100.103,100.291,100.103,100.22,24689691,2472952297
2026-01-08,100.189,100.32,100.189,100.273,119559951,11984100068
2026-01-09,100.29,100.317,100.258,100.31,66457360,6664321057
2026-01-12,100.28,100.34,100.28,100.315,27499030,2758689278
2026-01-13,100.315,100.349,100.315,100.327,50172491,5033555710
2026-01-14,100.283,100.382,100.283,100.353,56371800,5656944739
2026-01-15,100.327,100.386,100.327,100.365,63542790,6376676397
2026-01-16,100.33,100.45,100.33,100.433,53191461,5341582809
2026-01-19,100.408,100.41,100.396,100.397,59282721,5951979852
2026-01-20,100.349,100.474,100.349,100.441,38145351,3831697878
2026-01-21,100.46,100.481,100.46,100.48,37520070,3769305161
2026-01-22,100.442,100.499,100.442,100.46,33310320,3347021264
