收盘,日期
1.15,2025-09-26
1.16,2025-09-29
1.203,2025-09-30
1.208,2025-10-09
1.202,2025-10-10
1.217,2025-10-13
1.202,2025-10-14
1.2,2025-10-15
1.187,2025-10-16
1.147,2025-10-17
1.153,2025-10-20
1.157,2025-10-21
1.144,2025-10-22
1.138,2025-10-23
1.164,2025-10-24
1.173,2025-10-27
1.187,2025-10-28
1.187,2025-10-29
1.17,2025-10-30
1.161,2025-10-31
1.169,2025-11-03
1.15,2025-11-04
1.147,2025-11-05
1.163,2025-11-06
1.156,2025-11-07
1.155,2025-11-10
1.142,2025-11-11
1.131,2025-11-12
1.135,2025-11-13
1.136,2025-11-14
1.155,2025-11-17
1.139,2025-11-18
1.154,2025-11-19
1.138,2025-11-20
1.116,2025-11-21
1.168,2025-11-24
1.162,2025-11-25
1.133,2025-11-26
1.131,2025-11-27
1.146,2025-11-28
1.17,2025-12-01
1.168,2025-12-02
1.153,2025-12-03
1.161,2025-12-04
1.192,2025-12-05
1.207,2025-12-08
1.198,2025-12-09
1.207,2025-12-10
1.208,2025-12-11
1.221,2025-12-12
1.239,2025-12-15
1.228,2025-12-16
1.222,2025-12-17
1.241,2025-12-18
1.262,2025-12-19
1.262,2025-12-22
1.23,2025-12-23
1.27,2025-12-24
1.322,2025-12-25
1.34,2025-12-26
1.359,2025-12-29
1.348,2025-12-30
1.389,2025-12-31
1.408,2026-01-05
1.462,2026-01-06
1.453,2026-01-07
1.527,2026-01-08
1.595,2026-01-09
1.718,2026-01-12
1.578,2026-01-13
1.565,2026-01-14
1.494,2026-01-15
1.486,2026-01-16
1.54,2026-01-19
1.495,2026-01-20
1.493,2026-01-21
1.548,2026-01-22
1.587,2026-01-23
