收盘,日期
99.345,2025-09-26
99.285,2025-09-29
99.477,2025-09-30
99.259,2025-10-09
99.27,2025-10-10
99.313,2025-10-13
99.336,2025-10-14
99.243,2025-10-15
99.324,2025-10-16
99.409,2025-10-17
99.354,2025-10-20
99.303,2025-10-21
99.318,2025-10-22
99.38,2025-10-23
99.361,2025-10-24
99.355,2025-10-27
99.502,2025-10-28
99.678,2025-10-29
99.75,2025-10-30
99.82,2025-10-31
99.881,2025-11-03
99.829,2025-11-04
99.823,2025-11-05
99.758,2025-11-06
99.745,2025-11-07
99.79,2025-11-10
99.794,2025-11-11
99.794,2025-11-12
99.761,2025-11-13
99.761,2025-11-14
99.79,2025-11-17
99.782,2025-11-18
99.785,2025-11-19
99.776,2025-11-20
99.743,2025-11-21
99.752,2025-11-24
99.726,2025-11-25
99.667,2025-11-26
99.68,2025-11-27
99.668,2025-11-28
99.718,2025-12-01
99.682,2025-12-02
99.625,2025-12-03
99.483,2025-12-04
99.526,2025-12-05
99.49,2025-12-08
99.502,2025-12-09
99.509,2025-12-10
99.674,2025-12-11
99.681,2025-12-12
99.594,2025-12-15
99.542,2025-12-16
99.579,2025-12-17
99.627,2025-12-18
99.63,2025-12-19
99.616,2025-12-22
99.698,2025-12-23
99.876,2025-12-24
99.995,2025-12-25
100.019,2025-12-26
99.983,2025-12-29
99.958,2025-12-30
99.98,2025-12-31
99.663,2026-01-05
99.652,2026-01-06
99.703,2026-01-07
99.731,2026-01-08
99.745,2026-01-09
99.713,2026-01-12
99.7,2026-01-13
99.7,2026-01-14
99.775,2026-01-15
99.82,2026-01-16
99.773,2026-01-19
99.804,2026-01-20
99.829,2026-01-21
99.879,2026-01-22
99.92,2026-01-23
