收盘,日期
1.499,2025-09-26
1.503,2025-09-29
1.5,2025-09-30
1.533,2025-10-09
1.54,2025-10-10
1.533,2025-10-13
1.546,2025-10-14
1.545,2025-10-15
1.549,2025-10-16
1.542,2025-10-17
1.549,2025-10-20
1.559,2025-10-21
1.566,2025-10-22
1.584,2025-10-23
1.576,2025-10-24
1.59,2025-10-27
1.58,2025-10-28
1.578,2025-10-29
1.584,2025-10-30
1.568,2025-10-31
1.589,2025-11-03
1.588,2025-11-04
1.587,2025-11-05
1.6,2025-11-06
1.611,2025-11-07
1.625,2025-11-10
1.621,2025-11-11
1.629,2025-11-12
1.623,2025-11-13
1.615,2025-11-14
1.609,2025-11-17
1.595,2025-11-18
1.617,2025-11-19
1.61,2025-11-20
1.594,2025-11-21
1.577,2025-11-24
1.582,2025-11-25
1.58,2025-11-26
1.582,2025-11-27
1.579,2025-11-28
1.59,2025-12-01
1.597,2025-12-02
1.597,2025-12-03
1.597,2025-12-04
1.598,2025-12-05
1.597,2025-12-08
1.571,2025-12-09
1.563,2025-12-10
1.56,2025-12-11
1.562,2025-12-12
1.557,2025-12-15
1.549,2025-12-16
1.549,2025-12-17
1.562,2025-12-18
1.565,2025-12-19
1.562,2025-12-22
1.565,2025-12-23
1.568,2025-12-24
1.561,2025-12-25
1.562,2025-12-26
1.569,2025-12-29
1.577,2025-12-30
1.58,2025-12-31
1.569,2026-01-05
1.588,2026-01-06
1.576,2026-01-07
1.569,2026-01-08
1.58,2026-01-09
1.576,2026-01-12
1.583,2026-01-13
1.57,2026-01-14
1.568,2026-01-15
1.556,2026-01-16
1.559,2026-01-19
1.574,2026-01-20
1.574,2026-01-21
1.589,2026-01-22
1.573,2026-01-23
