收盘,日期
0.957,2025-11-18
0.953,2025-11-19
0.938,2025-11-20
0.884,2025-11-21
0.882,2025-11-24
0.9,2025-11-25
0.904,2025-11-26
0.901,2025-11-27
0.91,2025-11-28
0.91,2025-12-01
0.899,2025-12-02
0.891,2025-12-03
0.889,2025-12-04
0.905,2025-12-05
0.918,2025-12-08
0.922,2025-12-09
0.912,2025-12-10
0.901,2025-12-11
0.917,2025-12-12
0.91,2025-12-15
0.883,2025-12-16
0.896,2025-12-17
0.884,2025-12-18
0.891,2025-12-19
0.9,2025-12-22
0.9,2025-12-23
0.915,2025-12-24
0.921,2025-12-25
0.94,2025-12-26
0.933,2025-12-29
0.926,2025-12-30
0.919,2025-12-31
0.93,2026-01-05
0.952,2026-01-06
0.956,2026-01-07
0.967,2026-01-08
0.966,2026-01-09
0.985,2026-01-12
0.979,2026-01-13
0.99,2026-01-14
0.993,2026-01-15
1.004,2026-01-16
1.024,2026-01-19
0.999,2026-01-20
0.994,2026-01-21
1.006,2026-01-22
1.09,2026-01-23
